,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,もふもふ,xnxdx22,16,0,Takedar,10603974,797885,596311,617984,453838,275170,337364,612177,344734,0,0,0,0,6568507,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
1,もふもふ,xnxdx22,16,1,Sterl,24109761,0,8721058,885713,0,0,398380,258116,555189,0,12605624,0,0,685679,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
2,もふもふ,xnxdx22,16,2,Takedar,13689746,0,0,0,0,0,0,0,0,0,13065273,0,0,0,0,623206,0,0,0,0,0,0,0,1135,130,2021-01-01
3,もふもふ,xnxdx22,16,3,Sterl,3228081,0,658555,707851,0,0,531879,383513,514933,0,0,0,0,431347,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
4,もふもふ,xnxdx22,16,4,Lojak,16878480,493328,13267773,1026664,0,0,852384,405529,318012,0,0,0,0,514788,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
5,剑圣二次污染,523dqmp,20,0,Takedar,12045039,626940,2939303,0,629363,0,727050,0,69838,0,0,696199,0,0,4066184,0,2290159,0,0,0,0,0,0,0,0,2021-01-01
6,剑圣二次污染,523dqmp,20,1,Sterl,12061320,89389,0,0,83293,0,111882,701519,0,0,3115282,0,0,0,4368842,0,3591111,0,0,0,0,0,0,0,0,2021-01-01
7,剑圣二次污染,523dqmp,20,2,Takedar,12238279,391769,5418221,0,0,0,0,182794,0,0,0,0,676235,0,342810,4496347,730099,0,0,0,0,0,0,0,0,2021-01-01
8,剑圣二次污染,523dqmp,20,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
9,剑圣二次污染,523dqmp,20,4,Lojak,24401050,463331,2895703,400322,70501,0,4308121,403270,2939783,472497,6021843,0,0,924232,610589,541392,4349460,0,0,0,0,0,0,0,0,2021-01-01
10,yycxx,b65mrx8,20,0,Takedar,11014420,339141,655294,280265,278649,219233,5861651,327607,636762,0,0,2410289,0,0,0,0,5526,0,0,0,0,0,0,0,0,2021-01-01
11,yycxx,b65mrx8,20,1,Sterl,10085420,30599,561737,642036,23251,7667745,543299,298225,318524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
12,yycxx,b65mrx8,20,2,Takedar,11160421,533527,2258284,0,448905,0,478775,406490,227309,0,0,0,0,0,4287670,21746,2497710,0,0,0,0,0,0,0,0,2021-01-01
13,yycxx,b65mrx8,20,3,Sterl,8498451,0,0,0,0,0,1202609,0,0,0,1891157,0,0,0,5404684,0,0,0,0,0,0,0,0,0,0,2021-01-01
14,yycxx,b65mrx8,20,4,Lojak,12979475,525224,550141,164190,16598,292894,423389,437238,288557,6503076,3773875,0,0,0,0,0,0,4286,0,0,0,0,0,0,0,2021-01-01
15,Alex,p7qkn7y,20,0,Takedar,10171527,2661506,3948373,0,107938,0,0,0,0,0,0,0,2779299,0,645168,0,29168,0,0,0,0,0,0,0,72,2021-01-01
16,Alex,p7qkn7y,20,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
17,Alex,p7qkn7y,20,2,Takedar,20630699,2420367,464864,6487102,258816,0,305050,140833,265340,1009614,9277981,0,0,0,0,0,0,0,0,0,0,727,0,0,0,2021-01-01
18,Alex,p7qkn7y,20,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
19,Alex,p7qkn7y,20,4,Lojak,20496007,257301,6388274,0,2172,0,0,0,407725,9149535,979250,2667516,0,149590,289774,204865,0,0,0,0,0,0,0,0,0,2021-01-01
20,舞醉剑,rq79w8n,16,0,Takedar,12118117,274809,142385,321800,326055,315244,354836,5537573,363440,0,0,0,0,0,0,4481972,0,0,0,0,0,0,0,0,0,2021-01-01
21,舞醉剑,rq79w8n,16,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
22,舞醉剑,rq79w8n,16,2,Takedar,25809994,898375,9100291,254646,773234,5303259,5120284,659060,631913,0,0,0,0,3051003,17925,0,0,0,0,0,0,0,0,0,0,2021-01-01
23,舞醉剑,rq79w8n,16,3,Sterl,12672598,0,0,0,0,0,0,0,2443339,0,2548887,0,0,0,0,7680371,0,0,0,0,0,0,0,0,0,2021-01-01
24,舞醉剑,rq79w8n,16,4,Lojak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
25,渡红尘,5288gen,20,0,Takedar,9901587,5419595,4481992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
26,渡红尘,5288gen,20,1,Sterl,10012374,0,0,0,5783757,0,0,0,0,0,2223081,0,0,0,2004902,0,0,0,0,0,0,0,633,0,0,2021-01-01
27,渡红尘,5288gen,20,2,Takedar,8519252,1998371,0,0,0,0,0,0,0,2790466,3730415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
28,渡红尘,5288gen,20,3,Sterl,9747804,0,0,0,5196213,0,0,0,2371900,0,2179690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
29,渡红尘,5288gen,20,4,Lojak,9754909,0,0,0,0,0,0,0,0,5369472,4385436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
30,Vanhelsing,g9r74w8,16,0,Takedar,11777829,0,0,0,0,0,0,0,0,2068326,9709502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
31,Vanhelsing,g9r74w8,16,1,Sterl,11232276,88166,7227871,54570,52394,764399,134271,1781829,552979,0,0,0,0,575792,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
32,Vanhelsing,g9r74w8,16,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
33,Vanhelsing,g9r74w8,16,3,Sterl,24585670,102548,8423280,599692,73868,0,63318,2181806,449948,0,9549987,394222,0,504899,0,2242098,0,0,0,0,0,0,0,0,0,2021-01-01
34,Vanhelsing,g9r74w8,16,4,Lojak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
35,YaoLiang,k89y65p,16,0,Takedar,11756958,6441505,2212008,0,0,0,0,0,0,0,0,0,0,0,0,0,3103445,0,0,0,0,0,0,0,0,2021-01-01
36,YaoLiang,k89y65p,16,1,Sterl,11764069,0,0,0,2075876,0,0,0,0,0,2277734,0,0,0,0,7410457,0,0,0,0,0,0,0,0,0,2021-01-01
37,YaoLiang,k89y65p,16,2,Takedar,11417911,0,2182570,0,0,0,0,0,0,2167889,7067451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
38,YaoLiang,k89y65p,16,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
39,YaoLiang,k89y65p,16,4,Lojak,11714419,2194158,2189989,0,0,0,0,7330271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
40,Jasbling,6567qp8,20,0,Takedar,2213957,310961,292565,217632,316188,300942,356507,0,419158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
41,Jasbling,6567qp8,20,1,Sterl,9418606,2404,2164521,329150,29659,292002,351924,3689340,323286,0,2236316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
42,Jasbling,6567qp8,20,2,Takedar,16728857,1241329,864302,454198,687856,0,726955,691457,869291,2186766,2212773,3261156,0,3532768,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
43,Jasbling,6567qp8,20,3,Sterl,8763311,45428,0,0,96668,0,425909,400030,1998646,0,2742260,0,0,0,0,3054367,0,0,0,0,0,0,0,0,0,2021-01-01
44,Jasbling,6567qp8,20,4,Lojak,8491589,0,0,0,0,0,0,0,0,0,2622062,0,0,0,526107,1820996,3522423,0,0,0,0,0,0,0,0,2021-01-01
45,三千剑气开天门,mng2634,16,0,Takedar,11247819,0,2353325,1331940,3832899,0,0,0,1337628,0,0,2391996,0,0,0,0,0,0,0,0,0,27,0,0,0,2021-01-01
46,三千剑气开天门,mng2634,16,1,Sterl,11325252,0,0,0,0,0,0,0,6060634,0,5264617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
47,三千剑气开天门,mng2634,16,2,Takedar,11329330,5000937,1437917,0,0,0,0,0,0,0,2610802,0,0,0,0,2279673,0,0,0,0,0,0,0,0,0,2021-01-01
48,三千剑气开天门,mng2634,16,3,Sterl,2275343,0,0,0,0,0,0,0,0,0,0,0,2275343,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
49,三千剑气开天门,mng2634,16,4,Lojak,9110706,278,2333376,11092,0,6765680,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
50,随遇而安,p7k86mx,16,0,Takedar,11209789,0,0,0,0,0,0,0,0,6354027,4855762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
51,随遇而安,p7k86mx,16,1,Sterl,10868490,0,0,0,0,0,0,0,0,0,8821730,0,0,0,0,0,2046537,0,0,0,0,0,0,0,221,2021-01-01
52,随遇而安,p7k86mx,16,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
53,随遇而安,p7k86mx,16,3,Sterl,11491801,0,6814935,1863537,500547,336177,310971,1421110,244521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
54,随遇而安,p7k86mx,16,4,Lojak,10761172,324878,0,0,0,0,0,0,0,6174614,2233184,0,0,0,0,2028493,0,0,0,0,0,0,0,0,0,2021-01-01
55,cong,gmyr876,16,0,Takedar,11564599,4444920,0,0,0,0,0,0,0,3725265,0,0,0,0,0,0,3394412,0,0,0,0,0,0,0,0,2021-01-01
56,cong,gmyr876,16,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
57,cong,gmyr876,16,2,Takedar,10907106,4764903,380233,166327,273635,0,138474,180282,3030192,0,0,0,0,1973057,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
58,cong,gmyr876,16,3,Sterl,11075666,0,3679440,0,0,0,0,0,3218307,0,2480485,1661989,0,35442,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
59,cong,gmyr876,16,4,Lojak,10651821,5887621,1660398,0,0,0,0,0,3103801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
60,pater,b2rmkk3,16,0,Takedar,10578475,0,0,0,0,0,0,0,0,5549708,2917845,0,2110921,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
61,pater,b2rmkk3,16,1,Sterl,11232721,0,0,2005636,0,0,0,0,0,0,9227084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
62,pater,b2rmkk3,16,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
63,pater,b2rmkk3,16,3,Sterl,22113516,0,0,0,0,0,0,3852998,0,0,18260473,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2021-01-01
64,pater,b2rmkk3,16,4,Lojak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
65,RiNK,52ymnnk,19,0,Takedar,9351803,3597508,220874,442805,520009,2746263,534331,633248,656761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
