,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,もふもふ,xnxdx22,20,0,Jukk,17748324,46222,5579963,1017528,857198,591959,1095278,1892153,1622345,0,1798082,0,0,0,0,3247591,0,0,0,0,0,0,0,0,0,2020-12-25
1,もふもふ,xnxdx22,20,1,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
2,もふもふ,xnxdx22,20,2,Takedar,15449826,1086734,7749218,632992,610353,462475,545072,2369529,1993450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
3,もふもふ,xnxdx22,20,3,Takedar,20484878,1180051,958321,423315,768434,0,439284,551839,3419116,57568,9536476,148873,96820,285848,129597,1164661,1324668,0,0,0,0,0,0,0,0,2020-12-25
4,もふもふ,xnxdx22,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
5,もふもふ,xnxdx22,20,5,Takedar,18110581,1750956,8200860,1010728,957699,889082,875834,1933207,2492211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
6,もふもふ,xnxdx22,20,6,Terro,12919514,0,0,0,0,0,0,0,0,0,9591963,0,0,0,1731616,37275,1558659,0,0,0,0,0,0,0,0,2020-12-25
7,もふもふ,xnxdx22,20,7,Takedar,3254130,482123,502743,348706,402807,507730,482202,0,461145,0,0,0,0,0,0,66671,0,0,0,0,0,0,0,0,0,2020-12-25
8,wh,ng64n3n,21,0,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
9,wh,ng64n3n,21,1,Terro,26395076,6689,0,795153,0,62765,0,0,0,0,1571092,1472222,1597019,8374906,1914261,1847970,8746623,0,0,0,0,4584,0,1785,0,2020-12-25
10,wh,ng64n3n,21,2,Takedar,3194165,518840,335518,424073,375017,428416,401933,391180,319185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
11,wh,ng64n3n,21,3,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
12,wh,ng64n3n,21,4,Jukk,13844777,0,0,0,0,0,0,0,1779931,0,0,0,7285306,1753636,2263807,759096,0,0,0,0,0,1279,0,1720,0,2020-12-25
13,wh,ng64n3n,21,5,Takedar,9969760,6374242,529296,510775,649895,514508,436001,508321,446719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
14,wh,ng64n3n,21,6,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
15,wh,ng64n3n,21,7,Takedar,24180604,0,0,0,0,807851,0,0,0,1319208,1608688,2269655,7550350,6047293,3094094,0,1481255,0,0,0,1263,0,286,73,582,2020-12-25
16,舞醉剑,rq79w8n,24,0,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
17,舞醉剑,rq79w8n,24,1,Terro,22615831,0,6719857,0,0,0,0,1886531,0,0,9222403,0,630483,205810,801918,2681340,467485,0,0,0,0,0,0,0,0,2020-12-25
18,舞醉剑,rq79w8n,24,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
19,舞醉剑,rq79w8n,24,3,Takedar,12310939,418933,0,165873,148243,0,155858,0,0,7229459,2720865,166965,0,499846,0,480552,324341,0,0,0,0,0,0,0,0,2020-12-25
20,舞醉剑,rq79w8n,24,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
21,舞醉剑,rq79w8n,24,5,Takedar,12179975,551339,5396510,286512,111219,285539,101974,294322,386446,4762989,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
22,舞醉剑,rq79w8n,24,6,Terro,9207793,0,0,0,0,0,0,0,0,0,0,0,3395148,0,1200894,4609850,0,0,0,0,0,0,1899,0,0,2020-12-25
23,舞醉剑,rq79w8n,24,7,Takedar,14870169,0,0,176592,144020,99417,175918,0,130422,1925060,9411440,2458840,0,207925,0,140532,0,0,0,0,0,0,0,0,0,2020-12-25
24,雪中悍刀行,2ww84em,20,0,Jukk,6552363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3672082,2880280,0,0,0,0,0,0,0,0,2020-12-25
25,雪中悍刀行,2ww84em,20,1,Terro,6860126,48661,2847448,571079,0,330602,565562,0,504583,0,1290986,0,32441,0,0,668759,0,0,0,0,0,0,0,0,0,2020-12-25
26,雪中悍刀行,2ww84em,20,2,Takedar,13235125,0,0,0,392452,0,0,0,0,5248009,5762540,628083,0,164276,289009,383735,367018,0,0,0,0,0,0,0,0,2020-12-25
27,雪中悍刀行,2ww84em,20,3,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
28,雪中悍刀行,2ww84em,20,4,Jukk,16433205,0,3123006,497588,492396,292526,292288,798732,537010,0,4941358,0,0,0,0,2741963,2716333,0,0,0,0,0,0,0,0,2020-12-25
29,雪中悍刀行,2ww84em,20,5,Takedar,11528023,5939605,3164350,547282,525277,277279,330393,405419,338416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
30,雪中悍刀行,2ww84em,20,6,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
31,雪中悍刀行,2ww84em,20,7,Takedar,14045118,714243,5930312,317763,359382,319173,351771,461105,408636,5182729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
32,剑圣二次污染,523dqmp,20,0,Jukk,13085543,54897,0,0,533667,0,0,2468925,108631,0,658697,2033409,0,1808677,5044263,0,374372,0,0,0,0,0,0,0,0,2020-12-25
33,剑圣二次污染,523dqmp,20,1,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
34,剑圣二次污染,523dqmp,20,2,Takedar,12555163,5124987,3116631,2023629,139362,1870386,96509,102631,81024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
35,剑圣二次污染,523dqmp,20,3,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
36,剑圣二次污染,523dqmp,20,4,Jukk,12550666,73885,3057772,1920784,484310,1598353,4512606,399248,503706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
37,剑圣二次污染,523dqmp,20,5,Takedar,12981839,3538005,2990588,131080,2141309,84986,1884048,97229,100831,2013760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
38,剑圣二次污染,523dqmp,20,6,Terro,5061885,0,0,0,0,0,0,0,0,0,3467443,0,0,0,0,1590860,0,0,0,0,0,0,0,3580,0,2020-12-25
39,剑圣二次污染,523dqmp,20,7,Takedar,7736555,5090482,915809,658772,73462,674648,127119,0,101551,0,0,0,0,0,0,94709,0,0,0,0,0,0,0,0,0,2020-12-25
40,Vanhelsing,g9r74w8,20,0,Jukk,11146892,0,0,0,0,0,0,0,0,0,8849357,0,2297534,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
41,Vanhelsing,g9r74w8,20,1,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-25
42,Vanhelsing,g9r74w8,20,2,Takedar,12634806,144887,2336655,0,100790,244816,2025792,0,0,0,6008276,440849,0,158820,0,596485,577433,0,0,0,0,0,0,0,0,2020-12-25
43,Vanhelsing,g9r74w8,20,3,Takedar,12762057,264015,135515,110280,97504,0,323801,540609,0,0,10199945,0,0,519480,0,0,570903,0,0,0,0,0,0,0,0,2020-12-25
44,Vanhelsing,g9r74w8,20,4,Jukk,8951871,0,0,0,0,0,0,0,2070275,0,0,0,403292,987288,2544509,280209,2664911,0,0,0,0,566,0,818,0,2020-12-25
