,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,⑨鱼,xnxdx22,19,0,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
1,⑨鱼,xnxdx22,19,1,Terro,20292227,40862,9268480,1038668,58938,1838424,2019561,1056817,1196705,0,0,2071222,0,1702547,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
2,⑨鱼,xnxdx22,19,2,Takedar,9395557,1708517,1686163,1103233,1158317,835054,872824,1111300,920147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
3,⑨鱼,xnxdx22,19,3,Terro,10270191,0,0,0,0,3797432,0,0,0,0,0,1928024,0,4544733,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
4,⑨鱼,xnxdx22,19,4,Jukk,16168648,47862,7932832,0,468432,0,0,814831,782600,0,1041396,636211,662625,327084,1832422,698755,923594,0,0,0,0,0,0,0,0,2021-02-12
5,⑨鱼,xnxdx22,19,5,Takedar,3383800,0,0,0,0,0,0,1700370,1683430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
6,⑨鱼,xnxdx22,19,6,Terro,20494710,118692,8770551,1160559,74182,1538924,293241,2094863,0,0,154243,1384428,0,0,2475329,0,2429695,0,0,0,0,0,0,0,0,2021-02-12
7,⑨鱼,xnxdx22,19,7,Jukk,15651453,96946,0,0,0,0,0,0,0,0,9629769,0,2305223,0,0,1563967,2055446,0,0,0,0,0,100,0,0,2021-02-12
8,yycxx,b65mrx8,20,0,Terro,13107812,0,1002364,795049,0,0,621396,1845507,1349180,0,0,0,0,340508,7153804,0,0,0,0,0,0,0,0,0,0,2021-02-12
9,yycxx,b65mrx8,20,1,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
10,yycxx,b65mrx8,20,2,Takedar,12617866,933552,694279,0,0,0,0,917582,0,0,0,0,1107590,0,5660882,2706965,597013,0,0,0,0,0,0,0,0,2021-02-12
11,yycxx,b65mrx8,20,3,Terro,13212396,14223,0,0,17494,0,0,0,0,0,1903883,0,0,3079236,6424010,1079877,692554,0,0,139,0,139,836,0,0,2021-02-12
12,yycxx,b65mrx8,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-12
