,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,⑨鱼,xnxdx22,23,0,Mohaca,39568944,0,47845,0,0,0,0,0,0,8630868,0,1429496,1294384,1633910,1441750,12022334,13068354,0,0,0,0,0,0,0,0,2021-03-15
1,⑨鱼,xnxdx22,23,1,Mohaca,14173884,0,0,0,0,0,0,0,0,0,0,0,1425205,0,9423920,3322949,0,0,0,0,1807,0,0,0,0,2021-03-15
2,⑨鱼,xnxdx22,23,2,Terro,23697565,0,1611038,2011162,0,637587,1522903,1300222,1143366,0,14749068,0,0,722215,0,0,0,0,0,0,0,0,0,0,0,2021-03-15
3,⑨鱼,xnxdx22,23,3,Takedar,34631948,1598200,10528083,735500,442161,535997,465008,4268199,450752,1286456,8713336,0,2179842,988752,2439555,0,0,0,0,102,0,0,0,0,0,2021-03-15
4,wh,ng64n3n,24,0,Mohaca,17256162,0,0,0,0,0,0,0,0,1293732,0,1453547,724597,1209324,981403,7052096,4541461,0,0,0,0,0,0,0,0,2021-03-15
5,wh,ng64n3n,24,1,Mohaca,16781855,8812070,49989,133923,1024506,1130659,1396295,1412828,1700182,0,0,1121400,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-15
6,wh,ng64n3n,24,2,Terro,32875812,1078,8842527,4158676,13162,0,2686379,1918565,2984009,0,6901323,908932,0,2864708,633994,462820,499632,0,0,0,0,0,0,0,0,2021-03-15
7,wh,ng64n3n,24,3,Takedar,33415661,0,0,0,0,0,0,0,0,15021978,5898389,1176646,6297892,2344275,1210980,1460174,0,0,0,61,5261,0,0,0,0,2021-03-15
8,OSTO,e25yde7,22,0,Mohaca,14753689,6236374,25801,452415,1221991,388275,1312121,4224841,891867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-15
9,OSTO,e25yde7,22,1,Mohaca,29396154,5690491,60570,467011,478160,3918377,426915,532741,2670788,938843,0,1023292,896282,881331,791079,4464271,6155996,0,0,0,0,0,0,0,0,2021-03-15
10,OSTO,e25yde7,22,2,Terro,15270380,29816,0,0,19669,0,0,566420,0,0,10758804,1024709,0,707225,782523,472533,908677,0,0,0,0,0,0,0,0,2021-03-15
11,OSTO,e25yde7,22,3,Takedar,24342962,6597641,4335820,913302,547212,877526,685180,682434,715177,5388879,3599786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-15
12,剑圣二次污染,523dqmp,24,0,Mohaca,13641076,3167797,100358,472715,433498,4822467,350220,3838694,455325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-15
13,剑圣二次污染,523dqmp,24,1,Mohaca,27644968,3588278,187508,650634,574818,411248,4924895,3404075,88541,3393376,0,0,389155,4857998,574562,3997003,602872,0,0,0,0,0,0,0,0,2021-03-15
14,剑圣二次污染,523dqmp,24,2,Terro,14158270,0,0,0,0,0,0,0,3012712,0,3991712,0,0,1220392,4486591,750253,696608,0,0,0,0,0,0,0,0,2021-03-15
15,剑圣二次污染,523dqmp,24,3,Takedar,28040758,857031,794180,0,619021,3063224,5028084,0,0,1094743,6963506,1022886,1224249,5488770,484411,609369,789187,0,0,153,939,306,0,692,0,2021-03-15
16,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,24,0,Mohaca,14547988,2764417,152414,431209,5226376,397340,1913180,324215,1260840,0,0,0,0,0,2077483,0,0,0,0,0,510,0,0,0,0,2021-03-15
17,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,24,1,Mohaca,23953538,1170904,455903,2136845,5292274,1173538,486644,172253,324674,2975243,0,1295476,5523572,867380,573127,1057619,448080,0,0,0,0,0,0,0,0,2021-03-15
18,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,24,2,Terro,12027168,51687,0,0,1800,0,0,0,0,0,3670761,5426040,0,299724,978494,245876,1352782,0,0,0,0,0,0,0,0,2021-03-15
