,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,もふもふ,xnxdx22,24,0,Mohaca,16606373,1384296,62966,873512,1112613,1079381,1127632,907922,832746,6076734,0,0,0,0,3148567,0,0,0,0,0,0,0,0,0,0,2021-01-16
1,もふもふ,xnxdx22,24,1,Lojak,4230021,669682,593211,0,0,0,816310,0,819458,0,0,601266,0,301267,0,428825,0,0,0,0,0,0,0,0,0,2021-01-16
2,もふもふ,xnxdx22,24,2,Lojak,31181699,821207,14176093,0,0,580513,408934,465647,468764,0,13794318,466218,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-16
3,もふもふ,xnxdx22,24,3,Mohaca,16316953,0,60916,0,0,0,0,0,3357118,1410943,0,832401,1230822,363073,1099505,7236204,725967,0,0,0,0,0,0,0,0,2021-01-16
4,もふもふ,xnxdx22,24,4,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-16
5,もふもふ,xnxdx22,24,5,Lojak,17979602,0,0,0,0,481985,706381,0,0,889932,13842208,1032003,0,0,0,404469,622621,0,0,0,0,0,0,0,0,2021-01-16
6,もふもふ,xnxdx22,24,6,Sterl,16413374,0,0,0,0,0,0,0,0,0,15040357,0,0,0,0,1372986,0,0,0,0,0,0,0,0,29,2021-01-16
7,wh,ng64n3n,24,0,Mohaca,9606331,0,12547,0,0,0,0,771770,0,0,0,0,3254419,0,0,0,5566816,0,0,0,0,0,777,0,0,2021-01-16
8,wh,ng64n3n,24,1,Lojak,17635194,1463665,1533217,6376926,18710,506790,1444795,1180871,1512526,0,0,71613,0,3179714,0,346361,0,0,0,0,0,0,0,0,0,2021-01-16
9,wh,ng64n3n,24,2,Lojak,14278677,631556,0,0,0,0,3119540,0,5717327,0,3328471,323772,0,720899,35328,401780,0,0,0,0,0,0,0,0,0,2021-01-16
