,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,wh,ng64n3n,24,0,Mohaca the Gale,34165908,0,2404,0,0,0,0,0,0,2443639,0,7861117,3587330,2318532,3424522,6221994,8306367,0,0,0,0,0,0,0,0,2021-03-11
1,wh,ng64n3n,24,1,Mohaca the Gale,12397131,0,617,0,0,0,0,0,0,0,0,0,2817905,1063524,0,7383568,1129007,0,0,0,2507,0,0,0,0,2021-03-11
2,wh,ng64n3n,24,2,Terro the Seeker,4033960,0,948649,823660,0,623267,514061,668138,456183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-11
3,wh,ng64n3n,24,3,Takedar the Reborn,49774240,13245941,8531138,2437017,1887332,2018543,2019367,2289560,1790129,7771960,2471405,1241167,4070181,0,0,0,0,0,0,0,493,0,0,0,0,2021-03-11
4,⑨鱼,xnxdx22,20,0,Mohaca the Gale,21927228,540739,1023,1070025,1255075,3506354,560432,505798,597027,6780639,0,37575,0,128544,906,0,6943085,0,0,0,0,0,0,0,0,2021-03-11
5,⑨鱼,xnxdx22,20,1,Mohaca the Gale,36119936,11944977,50634,845309,941727,433358,683883,624640,989253,683851,0,688873,915084,511454,686893,4713434,11406558,0,0,0,0,0,0,0,0,2021-03-11
6,⑨鱼,xnxdx22,20,2,Terro the Seeker,19129020,0,0,0,0,0,0,0,0,0,15667226,673652,0,819769,1068539,520177,379655,0,0,0,0,0,0,0,0,2021-03-11
7,⑨鱼,xnxdx22,20,3,Takedar the Reborn,19918873,1537999,803199,941263,4374693,374826,264310,211277,681225,0,10730077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-11
8,雪中悍刀行,2ww84em,22,0,Mohaca the Gale,20237599,0,39141,0,694882,0,0,4071089,502311,9449393,0,324139,0,701877,454069,4000693,0,0,0,0,0,0,0,0,0,2021-03-11
9,雪中悍刀行,2ww84em,22,1,Mohaca the Gale,3599040,439891,2461,710533,550967,374633,381682,658616,480254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-11
10,雪中悍刀行,2ww84em,22,2,Terro the Seeker,32335287,317,10569313,0,0,0,918770,4378227,454862,0,8714210,951394,0,788590,589776,4468784,501040,0,0,0,0,0,0,0,0,2021-03-11
11,雪中悍刀行,2ww84em,22,3,Takedar the Reborn,29252472,0,0,0,0,0,0,0,0,8849702,13630319,550617,489821,332829,634866,4182645,581669,0,0,0,0,0,0,0,0,2021-03-11
12,剑圣二次污染,523dqmp,24,0,Mohaca the Gale,27074964,3169992,44864,453878,362579,4908576,389318,3932020,441329,0,0,595761,475986,619847,4637105,3912998,3130523,183,0,0,0,0,0,0,0,2021-03-11
13,剑圣二次污染,523dqmp,24,1,Mohaca the Gale,14300630,0,87793,0,0,0,0,0,0,3581219,0,515796,383375,4938412,422815,3932425,438791,0,0,0,0,0,0,0,0,2021-03-11
14,剑圣二次污染,523dqmp,24,2,Terro the Seeker,13946446,44117,0,0,23382,0,0,0,0,0,3578344,468830,0,517925,5031244,3872910,409690,0,0,0,0,0,0,0,0,2021-03-11
15,剑圣二次污染,523dqmp,24,3,Takedar the Reborn,27872077,4056861,3348133,763771,23298,5097306,23298,476178,172282,4227840,3745576,720510,69896,5056254,90865,0,0,0,0,0,0,0,0,0,0,2021-03-11
