,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,もふもふ,xnxdx22,20,0,Takedar,4119587,977781,937453,458809,589356,222607,371494,238879,0,0,0,0,0,0,0,0,323203,0,0,0,0,0,0,0,0,2021-01-09
1,もふもふ,xnxdx22,20,1,Takedar,12887355,0,0,0,0,0,4233898,0,196429,0,0,0,0,0,8448046,0,0,0,0,0,0,0,8982,0,0,2021-01-09
2,もふもふ,xnxdx22,20,2,Terro,9844384,0,6785486,0,0,514790,442715,886189,594430,0,0,620772,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-09
3,もふもふ,xnxdx22,20,3,Jukk,21109785,0,7391551,0,0,0,0,0,0,0,0,0,4217842,0,0,0,9499445,0,0,0,946,0,0,0,0,2021-01-09
4,もふもふ,xnxdx22,20,4,Jukk,3676767,0,829598,525375,433305,433992,436779,541275,476440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-09
5,もふもふ,xnxdx22,20,5,Terro,15888037,13304,3862236,1564389,10509,0,1196625,1095581,0,0,5943219,0,0,1137485,0,0,1064685,0,0,0,0,0,0,0,0,2021-01-09
6,もふもふ,xnxdx22,20,6,Terro,3985341,0,0,0,0,820280,0,240234,0,0,617701,1053023,0,0,639921,51313,562866,0,0,0,0,0,0,0,0,2021-01-09
7,もふもふ,xnxdx22,20,7,Takedar,12739721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3911472,8822587,0,0,0,0,0,0,0,5660,2021-01-09
8,迪奥斯先生,p2dbk3,24,0,Takedar,10671861,2117784,1363010,0,0,0,0,0,0,0,7191067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-09
9,迪奥斯先生,p2dbk3,24,1,Takedar,10519704,606625,4394953,0,0,0,0,0,436738,0,4595042,0,0,0,0,486316,0,0,0,0,0,0,27,0,0,2021-01-09
