,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,⑨鱼,xnxdx22,25,0,Mohaca,44920684,8866259,137471,1215112,909048,1975485,2332278,3314437,6598290,9668253,0,1016807,1016338,1988381,1655351,2064154,2163013,0,0,0,0,0,0,0,0,2021-04-16
1,⑨鱼,xnxdx22,25,1,Takedar,56454227,2789465,20585273,1581199,1559975,1920429,2339949,1913178,1749116,8931152,1296294,1188134,798298,1019288,1351181,3722431,3708680,0,0,0,0,0,177,0,0,2021-04-16
2,⑨鱼,xnxdx22,25,2,Jukk,41124223,31822,1279179,1177722,1247053,564771,763153,12489465,4123374,0,11175218,1223028,1193532,1611082,2283184,1961633,0,0,0,0,0,0,0,0,0,2021-04-16
3,剑圣二次污染,523dqmp,28,0,Mohaca,33101657,834187,293361,3314625,486842,2817844,5683771,9006095,3425558,690586,0,1682817,682829,1698094,694140,1053509,737393,0,0,0,0,0,0,0,0,2021-04-16
4,剑圣二次污染,523dqmp,28,1,Takedar,44319526,554836,4108850,1557298,498362,1459465,5666456,1286640,941248,8829099,2661988,1042819,4186745,591642,8231318,1312288,1390462,0,0,0,0,0,0,0,0,2021-04-16
5,剑圣二次污染,523dqmp,28,2,Jukk,35813718,304335,1469318,37928,1322483,705609,7261248,2191794,2093332,0,2042145,2435500,2470670,1892495,8237882,1515401,1833570,0,0,0,0,0,0,0,0,2021-04-16
6,Alex,p7qkn7y,28,0,Mohaca,30599004,6907854,144649,0,1126128,756931,658010,5087718,498938,6893370,0,1097215,2992803,427330,707227,2830496,470328,0,0,0,0,0,0,0,0,2021-04-16
7,Alex,p7qkn7y,28,1,Takedar,30303375,782187,10786080,749366,580321,563854,573634,357255,695655,735076,10974850,799956,398690,644988,708278,389220,563957,0,0,0,0,0,0,0,0,2021-04-16
8,Alex,p7qkn7y,28,2,Jukk,43141029,29604,19281596,1315924,1752426,340768,959316,2796128,1399600,0,11522344,1041052,762569,493204,0,728860,716781,0,0,84,0,0,764,0,0,2021-04-16
9,gegeeey,b6667p5,28,0,Mohaca,29097378,2537785,58728,0,0,0,0,503633,5081575,2705668,0,2668907,2494862,2306327,2891815,6217689,1630383,0,0,0,0,0,0,0,0,2021-04-16
10,gegeeey,b6667p5,28,1,Takedar,28698351,622270,5523456,1460503,2369212,1533142,616977,1560290,0,5588797,3986607,997961,992417,900534,735977,783339,1026863,0,0,0,0,0,0,0,0,2021-04-16
11,gegeeey,b6667p5,28,2,Jukk,41900091,0,7515709,497850,1675547,377660,1611562,527884,1553654,0,11538274,1383269,2198834,665530,1487043,3344289,7522979,0,0,0,0,0,0,0,0,2021-04-16
12,Jasbling,6567qp8,28,0,Mohaca,36271801,2217048,123857,972176,2295143,654386,1949974,11902957,2915522,988711,0,1744094,1600027,1103652,1209248,5643779,951222,0,0,0,0,0,0,0,0,2021-04-16
13,Jasbling,6567qp8,28,1,Takedar,32416612,5543271,1821705,457561,2527689,503957,2950182,800121,1104533,1661491,6261492,1646743,1464886,1121661,1299902,1852042,1399370,0,0,0,0,0,0,0,0,2021-04-16
14,Jasbling,6567qp8,28,2,Jukk,29865037,11770,774769,344500,1945825,0,2658072,5609698,1641198,0,1943782,1542326,1878387,1314773,2054253,6030826,2114852,0,0,0,0,0,0,0,0,2021-04-16
15,三千剑气开天门,mng2634,28,0,Mohaca,28143269,997934,40057,6036377,3757085,827894,635063,538906,730283,638304,0,750519,924779,1204126,9173473,995465,892996,0,0,0,0,0,0,0,0,2021-04-16
16,三千剑气开天门,mng2634,28,1,Takedar,41550549,7707303,1860771,5903168,626981,689418,855742,3225166,536839,8203383,4136485,1749657,1687098,1711084,1450601,590821,616024,0,0,0,0,0,0,0,0,2021-04-16
17,三千剑气开天门,mng2634,28,2,Jukk,26583373,14136,1294972,5707784,745549,0,821262,3719120,1039334,0,2687226,0,0,354712,0,988066,9211207,0,0,0,0,0,0,0,0,2021-04-16
18,pater,b2rmkk3,28,0,Mohaca,28104854,8552542,55057,311424,376047,352211,371187,352500,3091272,2811209,0,405532,529596,506544,494103,432993,9462631,0,0,0,0,0,0,0,0,2021-04-16
19,pater,b2rmkk3,28,1,Takedar,26475337,7971837,2840968,290317,326481,271370,319396,311223,318266,8005123,2802983,526166,539149,526887,500259,483046,441858,0,0,0,0,0,0,0,0,2021-04-16
20,pater,b2rmkk3,28,2,Jukk,39201168,178812,8649504,40939,115056,0,450177,392227,407682,0,17294160,298801,173655,3622536,3306912,3242267,1028433,0,0,0,0,0,0,0,0,2021-04-16
21,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,28,0,Mohaca,27767679,3225051,228505,398955,7601794,462566,1298591,535219,366080,2971618,0,2091592,5643372,1272863,820600,338085,512781,0,0,0,0,0,0,0,0,2021-04-16
22,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,28,1,Takedar,36367965,9050196,3967331,252912,514636,458282,317316,266258,657018,13569095,4253452,456070,632315,230100,823795,510353,408827,0,0,0,0,0,0,0,0,2021-04-16
23,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,28,2,Jukk,27942231,105032,3920133,2079900,6853250,177733,864498,649871,2202073,0,2669247,0,7299863,160645,0,413689,545983,0,0,0,166,0,139,0,0,2021-04-16
24,舞醉剑,rq79w8n,24,0,Mohaca,30341823,8172896,54552,442426,721990,553860,749304,592733,3825053,2773162,0,436792,650369,6574029,741164,497221,3556265,0,0,0,0,0,0,0,0,2021-04-16
25,舞醉剑,rq79w8n,24,1,Takedar,30808585,1307526,6987663,885682,637520,1025683,6249099,508963,9664910,0,0,0,0,0,0,397962,3143573,0,0,0,0,0,0,0,0,2021-04-16
26,舞醉剑,rq79w8n,24,2,Jukk,29719993,44913,3127535,633745,484587,611315,3591637,1010189,9190935,0,8647951,782858,377450,658923,557950,0,0,0,0,0,0,0,0,0,0,2021-04-16
27,狗蛋ღ,yg8x58q,28,0,Mohaca,26202943,5606184,26758,790535,880414,771243,889892,870682,2919973,6062116,0,985397,991344,762313,915150,800640,2930294,0,0,0,0,0,0,0,0,2021-04-16
28,狗蛋ღ,yg8x58q,28,1,Takedar,39522795,717470,5148679,821951,841233,647670,973746,779128,2524181,8401955,6326537,1515874,2157872,1685971,1899231,1156793,3923679,0,0,0,0,0,0,816,0,2021-04-16
29,狗蛋ღ,yg8x58q,28,2,Jukk,25019963,22823,0,0,0,0,0,2192001,5263393,0,6606873,1478424,1905098,751310,2220771,1296896,3282030,0,0,0,0,340,0,0,0,2021-04-16
30,咸鱼没啥好想的,p7dygdn,28,0,Mohaca,26089856,850584,4410,608261,718075,5905561,757677,669349,3113201,677892,0,628079,718630,678476,1277716,1288926,8193015,0,0,0,0,0,0,0,0,2021-04-16
31,咸鱼没啥好想的,p7dygdn,28,1,Takedar,25473777,5566046,438978,789660,586399,653116,868254,2923460,741054,787532,382493,857448,7843310,917046,713586,757809,647580,0,0,0,0,0,0,0,0,2021-04-16
32,咸鱼没啥好想的,p7dygdn,28,2,Jukk,38095036,1586,762557,1207204,119768,5819246,784705,2703470,1072405,0,1247620,1388946,6974455,1343210,1958072,3676495,9035263,0,0,0,0,27,0,0,0,2021-04-16
33,yycxx,b65mrx8,24,0,Mohaca,15582259,0,50033,0,0,0,0,0,0,2060374,0,726530,1918873,617854,6270746,862426,3075418,0,0,0,0,0,0,0,0,2021-04-16
34,yycxx,b65mrx8,24,1,Takedar,42620197,2333650,2760068,1181627,1838064,6804132,1031888,2786917,646285,9879944,10157848,694721,444403,403093,360938,814960,481652,0,0,0,0,0,0,0,0,2021-04-16
35,yycxx,b65mrx8,24,2,Jukk,29821288,88329,0,0,0,0,0,0,0,0,6672048,10021019,2611495,752899,7124883,1443468,1107142,0,0,0,0,0,0,0,0,2021-04-16
36,随遇而安,p7k86mx,24,0,Mohaca,30317400,9102408,86582,0,996031,1279507,835419,1022181,855037,934882,0,1435262,863804,1298511,1310850,9313795,983126,0,0,0,0,0,0,0,0,2021-04-16
37,随遇而安,p7k86mx,24,1,Takedar,28428579,928354,8717155,787318,1018797,665319,734223,956087,583239,5955039,4899143,344901,792641,488185,403021,694072,461078,0,0,0,0,0,0,0,0,2021-04-16
38,随遇而安,p7k86mx,24,2,Jukk,29019743,31860,6689624,879108,908835,873513,961039,3186292,733943,0,9171320,685336,1156203,1011640,947397,995897,787728,0,0,0,0,0,0,0,0,2021-04-16
39,Liquid,6r922bx,24,0,Mohaca,29508237,6321278,211659,1786184,1071857,1842342,1304534,1180731,1195095,1149452,0,876380,990502,1470942,1337507,1945695,6824070,0,0,0,0,0,0,0,0,2021-04-16
40,Liquid,6r922bx,24,1,Takedar,38440152,5810799,5843957,1792357,692171,1962076,1057977,825491,973941,3025341,6870420,2568078,2484381,1380343,1557540,887173,707148,0,0,0,0,653,297,0,0,2021-04-16
41,Liquid,6r922bx,24,2,Jukk,17390607,59188,6648383,1608041,2526303,493260,2688558,1241356,1533109,0,0,0,0,592405,0,0,0,0,0,0,0,0,0,0,0,2021-04-16
42,RiNK,52ymnnk,28,0,Mohaca,30878020,1966648,20925,568228,624278,7144298,684469,708529,348799,1883001,0,5494509,597008,4375099,493112,767413,5201699,0,0,0,0,0,0,0,0,2021-04-16
43,RiNK,52ymnnk,28,1,Takedar,16643736,0,1964644,609171,363768,291746,483278,697933,675790,4145086,2022987,530836,564800,2357843,377990,818357,739500,0,0,0,0,0,0,0,0,2021-04-16
44,RiNK,52ymnnk,28,2,Jukk,35618192,0,4010533,239512,1201307,6846653,782146,1613127,1402727,0,1970629,829837,739030,9606135,5383392,502997,490158,0,0,0,0,0,0,0,0,2021-04-16
45,断吴恒,d234wb5,28,0,Mohaca,24226340,2783514,82765,0,2375534,552198,2975665,475835,544871,2877552,0,932324,2357572,587255,432488,4247011,3001748,0,0,0,0,0,0,0,0,2021-04-16
46,断吴恒,d234wb5,28,1,Takedar,35049618,7475224,4854951,2584214,4932432,664577,348962,404789,221322,6380755,5046568,606527,410497,0,270898,455170,391940,786,0,0,0,0,0,0,0,2021-04-16
47,断吴恒,d234wb5,28,2,Jukk,23292922,377243,2348785,3490737,2079543,0,1249140,289329,431204,0,6868296,1542965,0,157807,0,1467644,2990027,0,196,0,0,0,0,0,0,2021-04-16
48,cong,gmyr876,24,0,Mohaca,27223824,5735984,52962,244558,1353854,686168,1421336,242912,3033073,9110582,0,490531,749874,283863,325532,306911,3185675,0,0,0,0,0,0,0,0,2021-04-16
49,cong,gmyr876,24,1,Takedar,26996511,9090837,435294,571529,145244,370892,399021,215166,2802850,8403634,1706583,0,872,0,2854584,0,0,0,0,0,0,0,0,0,0,2021-04-16
50,cong,gmyr876,24,2,Jukk,27380704,748,0,0,0,0,0,0,0,0,17546407,953315,931387,287771,635364,762841,6261559,0,0,0,0,1308,0,0,0,2021-04-16
51,冲冲冲,qk53q63,28,0,Mohaca,23745327,290144,67597,0,0,598953,5551699,1403019,1527533,4307617,0,1510391,2398185,1381417,2109530,1015081,1584155,0,0,0,0,0,0,0,0,2021-04-16
52,冲冲冲,qk53q63,28,1,Takedar,23911541,4742203,727082,638014,825498,687431,904050,2387005,786065,4825273,542135,1661513,784684,1489412,967241,1005939,937987,0,0,0,0,0,0,0,0,2021-04-16
53,冲冲冲,qk53q63,28,2,Jukk,33484543,148420,953054,916950,948241,872785,4446839,488923,2351175,0,1913596,1515076,5593334,850702,5188386,3449689,3846557,0,0,0,0,178,630,0,0,2021-04-16
54,OSTO,e25yde7,19,0,Mohaca,31372127,1006779,3840,785624,461063,693317,569924,3561816,6339006,1911333,0,942050,1061033,816859,1070092,8398000,3751385,0,0,0,0,0,0,0,0,2021-04-16
55,OSTO,e25yde7,19,1,Takedar,17211969,7364459,3844658,407577,666269,473049,426460,0,0,414248,0,507714,521684,502703,355715,1123659,603767,0,0,0,0,0,0,0,0,2021-04-16
56,OSTO,e25yde7,19,2,Jukk,32279259,41611,8459758,980141,6066243,919433,1604887,7019703,1240643,0,595677,1289373,1877340,865922,444210,458793,415519,0,0,0,0,0,0,0,0,2021-04-16
57,Doroshi,qq52rrr,28,0,Mohaca,23506198,5338805,169013,854246,819087,771744,612927,1748491,1605841,1050525,0,856986,1135745,699056,582644,4772433,2488647,0,0,0,0,0,0,0,0,2021-04-16
58,Doroshi,qq52rrr,28,1,Takedar,34277006,11746435,3420447,348722,513603,1984739,512021,613315,638733,5900116,2706258,1216945,941119,936289,1223543,562561,1012153,0,0,0,0,0,0,0,0,2021-04-16
59,Doroshi,qq52rrr,28,2,Jukk,21642439,27145,0,0,0,0,0,0,0,0,13591538,1393091,1329770,404074,1580162,1448638,1864783,0,0,0,0,3237,0,0,0,2021-04-16
60,wh,ng64n3n,16,0,Mohaca,19860844,1220632,13711,8500501,3019924,1256909,3024802,1541643,1282717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-16
61,wh,ng64n3n,16,1,Takedar,59170244,7811939,1600005,1255636,2350283,1144861,2144328,1108633,1879512,20286534,6502509,2908569,2382608,2954715,2294332,613449,1932323,0,0,0,0,0,0,0,0,2021-04-16
62,wh,ng64n3n,16,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-16
63,风清,7nr6628,28,0,Mohaca,23542273,4802891,33838,797636,632341,540588,339354,10142241,2284502,0,0,535832,345403,591652,596567,1899422,0,0,0,0,0,0,0,0,0,2021-04-16
64,风清,7nr6628,28,1,Takedar,33528413,3450213,9676695,2982335,550283,538107,712826,2424154,248396,4229039,6077276,698014,973751,0,0,466091,496089,0,0,0,5136,0,0,0,0,2021-04-16
65,风清,7nr6628,28,2,Jukk,21395574,267,6344526,757940,578079,0,337254,561158,2365587,0,6795443,0,573038,429048,0,2187286,465890,0,0,0,0,0,53,0,0,2021-04-16
66,红薯就是我的命,de99k4r,28,0,Mohaca,22250181,2345727,4166,1996009,0,8611,19885,4540463,2362114,2307038,0,0,0,1995505,0,6670660,0,0,0,0,0,0,0,0,0,2021-04-16
67,红薯就是我的命,de99k4r,28,1,Takedar,31645347,4193259,8005829,0,0,0,0,0,0,12996015,6450243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-16
68,红薯就是我的命,de99k4r,28,2,Jukk,21197165,288,0,0,0,0,0,1110817,0,0,4382003,2064898,0,859,2193713,9448382,1996202,0,0,0,0,0,0,0,0,2021-04-16
69,杀伐,pgrbxby,28,0,Mohaca,31036252,4389987,288329,1070759,933200,827586,805392,2052955,249305,1002795,0,1295247,2462297,686193,2250682,6043872,6677396,250,0,0,0,0,0,0,0,2021-04-16
70,杀伐,pgrbxby,28,1,Takedar,21116039,0,1544415,0,0,0,0,0,0,2853888,9474543,1491766,1248821,1116441,3023303,194655,168203,0,0,0,0,0,0,0,0,2021-04-16
71,杀伐,pgrbxby,28,2,Jukk,19777760,101116,0,0,0,0,0,0,0,0,9981543,834701,1565806,156597,1276914,3132093,2728825,0,0,0,0,160,0,0,0,2021-04-16
72,Mdzz,r563kb9,25,0,Mohaca,21576871,622072,93997,0,0,716053,768688,398076,6089084,707734,0,1339881,1230668,1538067,1054512,4367804,2650230,0,0,0,0,0,0,0,0,2021-04-16
73,Mdzz,r563kb9,25,1,Takedar,22710858,5124631,219280,720513,1730545,817319,793446,842179,902936,728502,556743,4906968,720592,2442869,624168,838814,741345,0,0,0,0,0,0,0,0,2021-04-16
74,Mdzz,r563kb9,25,2,Jukk,25952966,24075,689191,876090,176398,4982672,829989,849282,2545604,0,681676,502562,805064,792474,901334,802587,10493961,0,0,0,0,0,0,0,0,2021-04-16
75,雪中悍刀行,2ww84em,16,0,Mohaca,18432820,0,2612,0,0,0,0,0,0,8532205,0,951841,1017777,1165587,1110139,4163706,1488950,0,0,0,0,0,0,0,0,2021-04-16
76,雪中悍刀行,2ww84em,16,1,Takedar,35693261,8367694,10904888,877755,1096393,907263,667724,3966831,684231,1395490,1669577,909277,1062486,774161,796418,818789,794278,0,0,0,0,0,0,0,0,2021-04-16
77,雪中悍刀行,2ww84em,16,2,Jukk,15651715,13404,1603373,691640,1366400,832726,1038242,4005974,1118855,0,1105709,667106,776428,577334,722139,425533,706844,0,0,0,0,0,0,0,0,2021-04-16
78,书生学院,r5xpnx5,24,0,Mohaca,23058153,1939106,0,0,0,0,0,7585,0,1933744,0,41392,5902001,1587319,2258165,1648141,7740696,0,0,0,0,0,0,0,0,2021-04-16
79,书生学院,r5xpnx5,24,1,Takedar,22690167,1927433,1903067,0,0,0,26938,0,7444458,7575681,722,0,0,1621905,550,1838189,351219,0,0,0,0,0,0,0,0,2021-04-16
80,书生学院,r5xpnx5,24,2,Jukk,21895479,0,1895693,0,0,1702690,0,2252538,5338339,0,1914290,0,1020961,0,631987,0,7138977,0,0,0,0,0,0,0,0,2021-04-16
81,迪奥斯先生,p2dbk3,21,0,Mohaca,26544640,5106495,85807,0,0,0,0,320024,296878,8225235,0,3955355,1396142,2838037,1004100,2958059,358502,0,0,0,0,0,0,0,0,2021-04-16
82,迪奥斯先生,p2dbk3,21,1,Takedar,16174883,7463942,2919588,525172,364285,271076,501161,434637,260234,811939,64164,305573,608067,373403,561414,278051,432170,0,0,0,0,0,0,0,0,2021-04-16
83,迪奥斯先生,p2dbk3,21,2,Jukk,24549910,0,9778902,541593,506759,397156,332943,533145,430201,0,7479743,493343,433748,2503278,331565,416117,371410,0,0,0,0,0,0,0,0,2021-04-16
84,幸运超人,y9dge4n,21,0,Mohaca,24825929,7605078,0,0,0,0,0,2216825,0,0,0,308,1320464,2707095,3261729,7714426,0,0,0,0,0,0,0,0,0,2021-04-16
85,幸运超人,y9dge4n,21,1,Takedar,25222372,7452212,2423058,0,0,0,0,0,0,5517557,2487639,0,0,2574896,0,4767008,0,0,0,0,0,0,0,0,0,2021-04-16
86,幸运超人,y9dge4n,21,2,Jukk,14710230,0,7414214,0,0,0,0,2275425,0,0,2421307,926,0,2598357,0,0,0,0,0,0,0,0,0,0,0,2021-04-16
87,大风车吱呀吱,qq3k69r,28,0,Mohaca,23283820,4944933,46851,357485,355013,518851,404890,454302,1981725,4147487,0,308745,411020,425975,525173,303204,8098159,0,0,0,0,0,0,0,0,2021-04-16
88,大风车吱呀吱,qq3k69r,28,1,Takedar,22509093,4396929,4946337,864683,632679,700556,610311,363471,368216,4274710,3429002,431305,339120,237788,441877,276371,195728,0,0,0,0,0,0,0,0,2021-04-16
