,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,もふもふ,xnxdx22,16,0,Sterl,13767655,0,11145218,612549,0,419672,776798,458162,355253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
1,もふもふ,xnxdx22,16,1,Takedar,5224309,0,0,0,0,0,0,0,0,0,5224309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
2,もふもふ,xnxdx22,16,2,Sterl,5543513,0,0,0,0,0,0,0,0,0,5543513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
3,もふもふ,xnxdx22,16,3,Jukk,2430589,0,0,0,0,0,0,0,2430589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
4,もふもふ,xnxdx22,16,4,Jukk,12315913,0,0,0,0,0,0,0,2843029,0,283171,0,5404123,0,712519,3072694,0,0,0,0,0,0,0,373,0,2020-10-27
5,もふもふ,xnxdx22,16,5,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
6,もふもふ,xnxdx22,16,6,Takedar,13318390,611856,8154954,290060,300729,259585,370098,466993,270693,0,0,2140568,0,452535,0,0,0,0,0,0,0,312,0,0,0,2020-10-27
7,Vanhelsing,g9r74w8,20,0,Sterl,10328167,0,0,0,0,0,0,0,2090170,0,8225927,0,0,0,0,0,12068,0,0,0,0,0,0,0,0,2020-10-27
8,Vanhelsing,g9r74w8,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
9,Vanhelsing,g9r74w8,20,2,Sterl,9885765,0,0,0,0,0,0,235440,1833551,0,7800437,0,0,0,0,0,16336,0,0,0,0,0,0,0,0,2020-10-27
10,Vanhelsing,g9r74w8,20,3,Jukk,9567344,0,0,0,0,0,0,0,1912887,0,7654457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
11,Vanhelsing,g9r74w8,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
12,Vanhelsing,g9r74w8,20,5,Jukk,8693758,0,0,0,0,0,1893575,0,0,0,6800182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
13,Vanhelsing,g9r74w8,20,6,Takedar,8569461,0,0,0,0,0,0,0,0,1953974,5150840,0,0,0,0,1463778,0,0,0,0,0,0,0,867,0,2020-10-27
14,wh,ng64n3n,16,0,Sterl,9016430,0,0,0,0,0,0,0,0,0,8300486,714902,0,0,0,0,0,0,0,1042,0,0,0,0,0,2020-10-27
15,wh,ng64n3n,16,1,Takedar,12197714,276875,364873,437855,227252,422127,271412,373245,359621,305945,531176,0,301524,5250557,1260916,1512734,296707,0,0,0,0,1012,0,3455,421,2020-10-27
16,wh,ng64n3n,16,2,Sterl,2200665,0,2200665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
17,wh,ng64n3n,16,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
18,wh,ng64n3n,16,4,Jukk,10895660,0,0,0,452800,0,0,0,2521729,0,2219600,0,167153,0,133528,5400848,0,0,0,0,0,0,0,0,0,2020-10-27
19,wh,ng64n3n,16,5,Jukk,10488534,0,0,0,0,1984292,0,684273,0,0,2127380,127977,0,0,0,4426266,1138344,0,0,0,0,0,0,0,0,2020-10-27
20,wh,ng64n3n,16,6,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
21,舞醉剑,rq79w8n,16,0,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
22,舞醉剑,rq79w8n,16,1,Takedar,9873612,0,0,0,1788546,0,0,1643784,0,2120190,2449999,0,0,0,0,1871091,0,0,0,0,0,0,0,0,0,2020-10-27
23,舞醉剑,rq79w8n,16,2,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
24,舞醉剑,rq79w8n,16,3,Jukk,9649817,0,0,2012370,0,0,0,0,1874357,0,4347698,1415390,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
25,舞醉剑,rq79w8n,16,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
26,舞醉剑,rq79w8n,16,5,Jukk,9656952,0,4560676,0,0,0,0,0,5096275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
27,舞醉剑,rq79w8n,16,6,Takedar,9821587,1968403,2452680,0,0,0,0,0,3549462,0,0,0,0,0,1851041,0,0,0,0,0,0,0,0,0,0,2020-10-27
28,cong,gmyr876,16,0,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
29,cong,gmyr876,16,1,Takedar,9687238,236341,1499681,0,0,0,0,0,0,5235917,0,0,0,0,0,0,2715299,0,0,0,0,0,0,0,0,2020-10-27
30,cong,gmyr876,16,2,Sterl,2443469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443469,0,0,0,0,0,0,0,0,2020-10-27
31,cong,gmyr876,16,3,Jukk,6432172,5222514,0,678290,0,531367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
32,cong,gmyr876,16,4,Jukk,8921331,0,0,0,0,0,0,0,2415734,0,1545590,0,875133,0,4084872,0,0,0,0,0,0,0,0,0,0,2020-10-27
33,cong,gmyr876,16,5,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
34,cong,gmyr876,16,6,Takedar,9719698,4338688,1492340,0,0,0,0,0,0,1102216,0,0,0,0,0,0,2786452,0,0,0,0,0,0,0,0,2020-10-27
35,剑圣二次污染,523dqmp,16,0,Sterl,8870725,0,0,0,0,0,23880,0,1842414,0,2001035,0,0,0,2784573,2218820,0,0,0,0,0,0,0,0,0,2020-10-27
36,剑圣二次污染,523dqmp,16,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
37,剑圣二次污染,523dqmp,16,2,Sterl,9128409,0,0,1556038,0,0,0,0,4115463,0,2015121,1441786,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
38,剑圣二次污染,523dqmp,16,3,Jukk,8720270,0,0,0,0,0,0,0,0,0,0,0,187375,0,0,1149233,7383003,0,0,0,447,0,211,0,0,2020-10-27
39,剑圣二次污染,523dqmp,16,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
40,剑圣二次污染,523dqmp,16,5,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
41,剑圣二次污染,523dqmp,16,6,Takedar,9225162,422197,2254993,334077,98902,316744,3133300,2547221,117725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-27
42,红薯就是我的命,de99k4r,20,0,Sterl,7179184,0,0,0,0,0,0,3012802,0,0,3313601,0,0,9897,0,842816,0,0,0,0,0,67,0,0,0,2020-10-27
