,玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架),timestamp
0,もふもふ,xnxdx22,16,0,Takedar,16730951,960737,10176942,329886,553160,379107,610635,439387,170202,0,3110890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
1,もふもふ,xnxdx22,16,1,Sterl,16846585,0,7943800,0,0,576253,568776,496398,3024565,0,3274870,961920,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
2,もふもふ,xnxdx22,16,2,Takedar,13755291,0,0,0,0,0,0,0,0,0,7491537,0,0,0,0,0,6263753,0,0,0,0,0,0,0,0,2020-12-29
3,もふもふ,xnxdx22,16,3,Sterl,20897609,0,902620,696979,0,442090,677068,440743,1425823,0,13057756,909822,0,339749,651494,353388,1000071,0,0,0,0,0,0,0,0,2020-12-29
4,もふもふ,xnxdx22,16,4,Lojak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
5,舞醉剑,rq79w8n,20,0,Takedar,12624292,629212,10874863,105558,76308,81249,101469,297484,458148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
6,舞醉剑,rq79w8n,20,1,Sterl,12078600,0,0,0,0,0,0,0,2296220,0,5679865,0,0,4102514,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
7,舞醉剑,rq79w8n,20,2,Takedar,12951477,0,0,0,0,0,0,0,0,3523652,7074798,0,1976932,0,0,369529,0,0,0,0,4769,0,0,1795,0,2020-12-29
8,舞醉剑,rq79w8n,20,3,Sterl,12657052,0,0,0,0,0,0,0,2383175,0,5908480,0,0,0,0,4365396,0,0,0,0,0,0,0,0,0,2020-12-29
9,舞醉剑,rq79w8n,20,4,Lojak,12497079,0,2492669,0,0,0,0,0,0,10004410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
10,雪中悍刀行,2ww84em,17,0,Takedar,13388846,4547191,0,0,329414,0,0,0,325258,542904,2902065,0,0,565124,425825,357912,3393151,0,0,0,0,0,0,0,0,2020-12-29
11,雪中悍刀行,2ww84em,17,1,Sterl,13490720,18713,0,0,9173,311991,397899,3977649,544199,0,7890856,340236,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
12,雪中悍刀行,2ww84em,17,2,Takedar,3181905,0,0,0,0,0,0,0,0,0,3181905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
13,雪中悍刀行,2ww84em,17,3,Sterl,11354686,36693,5662720,518837,27520,325799,378359,3857126,547626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
14,雪中悍刀行,2ww84em,17,4,Lojak,16469213,681887,487293,0,0,0,0,0,1440976,2588161,7719966,386040,0,238649,394627,356182,2174026,1400,0,0,0,0,0,0,0,2020-12-29
15,随遇而安,p7k86mx,20,0,Takedar,11475741,364062,6491842,304364,401161,208235,410133,459787,2836152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
16,随遇而安,p7k86mx,20,1,Sterl,11489903,0,6970326,0,0,324797,453550,3053104,430629,0,0,257495,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
17,随遇而安,p7k86mx,20,2,Takedar,10929201,475348,8794524,0,389752,0,0,544192,430583,0,0,94577,0,0,200168,0,0,0,0,0,0,54,0,0,0,2020-12-29
18,随遇而安,p7k86mx,20,3,Sterl,11341050,0,0,0,0,0,0,0,0,0,6617342,0,0,0,0,4723707,0,0,0,0,0,0,0,0,0,2020-12-29
19,随遇而安,p7k86mx,20,4,Lojak,10940321,0,6294696,0,0,0,0,0,0,2561499,0,0,0,0,0,0,2084125,0,0,0,0,0,0,0,0,2020-12-29
20,Alex,p7qkn7y,20,0,Takedar,10633633,0,0,0,240927,0,0,0,0,430523,8487692,0,0,285878,432387,211757,544081,0,0,384,0,0,0,0,0,2020-12-29
21,Alex,p7qkn7y,20,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
22,Alex,p7qkn7y,20,2,Takedar,10769190,4233883,2432800,2693394,343271,328532,396359,212987,127961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
23,Alex,p7qkn7y,20,3,Sterl,21030716,727,8445285,261972,601170,170694,375103,272077,684218,0,2509451,4134720,0,3047921,368388,158984,0,0,0,0,0,0,0,0,0,2020-12-29
24,Alex,p7qkn7y,20,4,Lojak,10179899,0,0,0,0,0,0,0,0,7174813,3005086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
25,yycxx,b65mrx8,18,0,Takedar,10370661,307267,558716,2615767,215480,5428578,392260,543132,309458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
26,yycxx,b65mrx8,18,1,Sterl,8389371,0,0,0,0,0,0,0,0,0,0,0,0,0,4697814,0,3689912,0,0,0,0,0,1644,0,0,2020-12-29
27,yycxx,b65mrx8,18,2,Takedar,13231240,935876,956616,349107,1102965,309881,247940,2006387,392997,0,0,259149,26636,0,239279,0,6404244,0,0,0,0,157,0,0,0,2020-12-29
28,yycxx,b65mrx8,18,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
29,yycxx,b65mrx8,18,4,Lojak,16561178,539401,481600,0,29095,0,0,0,2152952,0,5899320,652256,0,5864744,518189,422113,0,52,0,898,0,552,0,0,0,2020-12-29
30,剑圣二次污染,523dqmp,16,0,Takedar,11782550,785645,601419,68399,504118,32234,4447192,2373843,88448,0,0,2881248,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
31,剑圣二次污染,523dqmp,16,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
32,剑圣二次污染,523dqmp,16,2,Takedar,23895610,824203,2992891,618788,50710,464656,39310,84517,88448,468357,3259587,0,755685,7140525,0,7107785,0,0,0,0,0,0,142,0,0,2020-12-29
33,剑圣二次污染,523dqmp,16,3,Sterl,8455021,29482,0,358756,39310,0,2934730,0,623190,0,3200655,0,0,706262,0,562631,0,0,0,0,0,0,0,0,0,2020-12-29
34,剑圣二次污染,523dqmp,16,4,Lojak,3865768,0,0,0,0,0,3865768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
35,三千剑气开天门,mng2634,16,0,Takedar,10038362,0,0,0,0,0,0,0,0,10038200,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,2020-12-29
36,三千剑气开天门,mng2634,16,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
37,三千剑气开天门,mng2634,16,2,Takedar,20098572,0,5107984,0,0,6326655,0,0,0,0,2332575,0,4150986,0,0,1690318,489345,0,0,0,0,0,0,0,705,2020-12-29
38,三千剑气开天门,mng2634,16,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
39,三千剑气开天门,mng2634,16,4,Lojak,17625832,0,2345553,0,0,0,0,0,2756010,0,6290729,2084740,0,64174,0,4084622,0,0,0,0,0,0,0,0,0,2020-12-29
40,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,0,Takedar,9404266,2108712,671114,3561662,1608710,109150,838292,94645,71462,0,0,340515,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
41,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,1,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
42,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,2,Takedar,19726988,12761653,1894228,2074921,819520,632368,204298,154192,469201,0,0,105021,0,0,611581,0,0,0,0,0,0,0,0,0,0,2020-12-29
43,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,3,Sterl,9429572,0,0,2298209,237,0,1213637,0,606562,0,561042,1965723,0,1559469,845949,378740,0,0,0,0,0,0,0,0,0,2020-12-29
44,*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,4,Lojak,8960615,0,0,0,0,0,0,0,0,0,8959927,0,0,0,0,0,0,688,0,0,0,0,0,0,0,2020-12-29
45,cong,gmyr876,17,0,Takedar,10556051,6064556,324623,0,288682,131047,104280,272609,3259255,0,0,110998,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
46,cong,gmyr876,17,1,Sterl,11055744,0,0,0,0,0,0,0,4756837,0,6298906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
47,cong,gmyr876,17,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
48,cong,gmyr876,17,3,Sterl,22028672,0,6952164,331801,0,187527,299351,230940,3342464,0,5856983,0,0,0,0,0,4827439,0,0,0,0,0,0,0,0,2020-12-29
49,cong,gmyr876,17,4,Lojak,3337003,0,0,0,0,0,0,0,0,0,3337003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
50,YaoLiang,k89y65p,16,0,Takedar,11435372,2211778,2169565,0,0,0,0,1276455,0,0,0,0,0,0,0,5777574,0,0,0,0,0,0,0,0,0,2020-12-29
51,YaoLiang,k89y65p,16,1,Sterl,11773758,0,0,0,0,0,0,7999798,0,0,2255461,0,0,0,0,1518499,0,0,0,0,0,0,0,0,0,2020-12-29
52,YaoLiang,k89y65p,16,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
53,YaoLiang,k89y65p,16,3,Sterl,11513816,0,0,0,0,0,0,7971861,0,0,2308453,0,0,0,0,1233502,0,0,0,0,0,0,0,0,0,2020-12-29
54,YaoLiang,k89y65p,16,4,Lojak,11435859,2188951,2119804,0,0,0,0,0,0,0,0,0,0,0,0,7127103,0,0,0,0,0,0,0,0,0,2020-12-29
55,书生学院,r5xpnx5,20,0,Takedar,9304365,7653241,1651124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
56,书生学院,r5xpnx5,20,1,Sterl,9325905,0,0,0,0,0,0,0,0,0,1699569,0,0,0,0,7626335,0,0,0,0,0,0,0,0,0,2020-12-29
57,书生学院,r5xpnx5,20,2,Takedar,8710576,1722445,1700502,0,0,0,0,0,0,0,0,5287554,0,0,0,0,0,0,0,0,0,73,0,0,0,2020-12-29
58,书生学院,r5xpnx5,20,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
59,书生学院,r5xpnx5,20,4,Lojak,18700781,1797613,1720138,0,0,0,0,5945512,0,1740789,5120179,0,0,0,0,0,2376524,0,0,0,0,0,24,0,0,2020-12-29
60,Jasbling,6567qp8,20,0,Takedar,9746019,461843,431785,256178,591195,198095,440334,263571,629942,0,2112477,265472,0,241866,148331,3704924,0,0,0,0,0,0,0,0,0,2020-12-29
61,Jasbling,6567qp8,20,1,Sterl,9382359,0,6054347,358946,0,227322,229010,384988,277691,0,1850052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
62,Jasbling,6567qp8,20,2,Takedar,2167012,0,0,0,0,0,0,0,0,2167012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
63,Jasbling,6567qp8,20,3,Sterl,6697230,4560,0,262770,14900,165935,275031,318009,340952,0,5186644,0,0,128426,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
64,Jasbling,6567qp8,20,4,Lojak,17685808,3756891,2342541,741849,10082,394064,624060,474556,834090,5800300,2707370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
65,RiNK,52ymnnk,20,0,Takedar,9039120,3450462,176724,393705,495670,2706868,704630,587927,523131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
66,RiNK,52ymnnk,20,1,Sterl,6837609,0,0,0,0,0,0,0,0,0,4583571,0,0,0,2254037,0,0,0,0,0,0,0,0,0,0,2020-12-29
67,RiNK,52ymnnk,20,2,Takedar,11105012,3509236,1943783,564519,536776,236966,290630,708965,452926,0,0,0,0,0,2860324,0,0,0,0,0,0,882,0,0,0,2020-12-29
68,RiNK,52ymnnk,20,3,Sterl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
69,RiNK,52ymnnk,20,4,Lojak,17862601,3339322,1762949,0,0,274790,41949,409558,548802,4494593,1726685,187312,0,2415814,418512,0,2242311,0,0,0,0,0,0,0,0,2020-12-29
70,狗蛋ღ,yg8x58q,20,0,Takedar,8168437,170921,1502903,3421327,302728,201049,335142,196923,2037440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
71,狗蛋ღ,yg8x58q,20,1,Sterl,8736083,58433,0,0,103627,1116201,348597,322603,328480,0,3742661,0,0,2715476,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
72,狗蛋ღ,yg8x58q,20,2,Takedar,6763343,0,0,0,0,0,0,0,0,3179189,1519778,0,2064375,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
73,狗蛋ღ,yg8x58q,20,3,Sterl,8940479,76710,332000,42709,76444,299792,161307,410036,351124,0,5217277,0,0,0,0,0,1973076,0,0,0,0,0,0,0,0,2020-12-29
74,狗蛋ღ,yg8x58q,20,4,Lojak,9723605,71611,291819,216332,85003,318921,356894,266277,299418,6309524,1507803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
75,幸运超人,y9dge4n,16,0,Takedar,11013393,0,0,0,0,0,0,0,0,6872616,1712932,0,0,0,4390,0,2422981,0,471,0,0,0,0,0,0,2020-12-29
76,幸运超人,y9dge4n,16,1,Sterl,3157676,0,0,0,2888787,0,0,0,0,0,268444,0,0,0,0,0,0,0,443,0,0,0,0,0,0,2020-12-29
77,幸运超人,y9dge4n,16,2,Takedar,6271696,2110444,2144021,0,0,0,0,2017230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
78,幸运超人,y9dge4n,16,3,Sterl,10742943,0,5495336,0,0,0,7903,0,1846674,0,3393028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-29
