玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
もふもふ,xnxdx22,22,0,Takedar,12451784,751045,529963,635997,357271,241306,576553,259337,677469,0,0,0,0,0,2712571,5710268,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,1,Takedar,15133851,0,8388375,0,636443,0,710087,0,0,0,0,647417,0,857730,0,3165711,728086,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,2,Jukk,12472514,0,0,0,293137,0,0,787076,812331,0,5697815,746795,489414,3645943,0,0,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,3,Terro,2685942,0,0,0,0,0,0,0,0,0,2685942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,5,Terro,21990085,0,8496393,889789,0,546627,691293,634796,1829520,0,8901665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,6,Jukk,6995270,1563,0,0,0,0,0,0,0,0,1179057,487706,405384,0,526262,598973,3796322,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,22,7,Jukk,15799417,7445,6643033,476770,1170966,411767,1027071,981928,1203366,0,0,885903,0,262669,0,2165425,560491,0,0,0,0,0,0,2577,0
雪中悍刀行,2ww84em,23,0,Takedar,4475375,0,0,0,0,0,0,0,0,4475375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,23,1,Takedar,8024608,287502,842245,1392028,293213,1291091,513450,538699,2866376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,23,2,Jukk,15293342,68995,5573487,1609412,627898,282516,265563,491942,2931579,0,0,0,0,910807,0,1258651,1272311,0,0,0,0,0,178,0,0
雪中悍刀行,2ww84em,23,3,Terro,10229753,1640,5047960,976199,0,307863,701910,353789,434054,0,0,0,0,0,0,2406334,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,23,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,23,5,Terro,12977189,36123,5718366,1838741,37440,1128690,566299,462708,3061859,0,40421,0,0,0,86537,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,23,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,23,7,Jukk,23174066,32842,5768786,1574298,485413,1072377,237808,3426333,713138,0,4517565,0,0,0,0,3937536,1407696,0,0,0,0,89,178,0,0
@_@,2nkxm92,23,0,Takedar,12491976,0,2645685,0,0,0,0,1265121,0,5564649,0,328588,545805,0,322673,1819393,0,0,0,0,0,0,0,0,58
@_@,2nkxm92,23,1,Takedar,9976312,0,0,0,0,0,0,0,0,2222719,5126189,0,588,0,2626815,0,0,0,0,0,0,0,0,0,0
@_@,2nkxm92,23,2,Jukk,2554797,294,0,419791,377364,0,0,335028,424582,0,363375,0,0,248628,385733,0,0,0,0,0,0,0,0,0,0
@_@,2nkxm92,23,3,Terro,12676679,0,496930,0,0,0,0,0,0,7945142,0,460438,0,379861,0,3394307,0,0,0,0,0,0,0,0,0
@_@,2nkxm92,23,4,Jukk,12315133,20773,0,0,0,0,0,558613,153934,0,2744268,0,409306,0,393272,0,8034699,0,0,0,0,0,264,0,0
@_@,2nkxm92,23,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@_@,2nkxm92,23,6,Jukk,13056067,44071,0,0,0,0,0,0,0,0,7703142,499900,607212,0,3285696,509127,406417,0,352,0,0,147,0,0,0
@_@,2nkxm92,23,7,Jukk,9198301,1396,0,0,0,0,0,0,0,0,3626541,0,435237,0,0,2359600,2774849,0,558,0,117,0,0,0,0
Vanhelsing,g9r74w8,24,0,Takedar,12210472,361854,7306791,275181,0,0,405730,2576339,0,0,0,0,438024,416994,0,0,429554,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,24,1,Takedar,11567219,156397,2871359,0,93261,0,0,0,0,0,4003076,479115,0,409093,193720,2902984,458209,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,24,2,Jukk,10242218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7156392,3085535,0,0,0,0,0,0,0,290
Vanhelsing,g9r74w8,24,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,24,4,Jukk,12009983,148163,0,0,0,0,0,632569,518914,0,7190809,0,568363,952552,1997814,0,0,0,0,0,0,794,0,0,0
Vanhelsing,g9r74w8,24,5,Terro,10959504,0,0,0,0,0,0,0,0,2126499,6551904,0,0,0,0,0,2281100,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,24,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,24,7,Jukk,12769392,155779,2573011,0,30515,0,644864,713467,652276,0,5437830,2465489,96157,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,24,0,Takedar,10739820,487095,2220645,0,0,0,4043492,312154,0,0,0,466040,1722633,0,1159534,0,328224,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,24,1,Takedar,10358418,2164014,0,0,407116,0,0,0,0,0,1007472,731713,0,1154857,4361317,531598,0,0,0,328,0,0,0,0,0
剑圣二次污染,523dqmp,24,2,Jukk,10821343,0,0,0,0,0,0,5411058,0,0,0,0,0,0,0,1766058,3644046,0,0,0,0,0,180,0,0
剑圣二次污染,523dqmp,24,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,24,4,Jukk,10573063,0,0,0,2778021,0,0,0,1999820,0,2112334,146058,2137585,154784,1244459,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,24,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,24,6,Jukk,11184129,0,366121,283150,1660788,0,5361252,2382017,362249,0,0,0,0,768549,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,24,7,Jukk,11066561,0,0,0,0,0,518333,2355853,348991,0,540024,466019,1823325,0,4809546,0,204246,0,0,0,0,218,0,0,0
wh,ng64n3n,20,0,Takedar,12497767,429070,419820,957611,7159070,824643,811420,740290,1026640,0,0,0,129199,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,1,Takedar,7780789,0,0,0,0,0,0,0,0,1542503,1389600,0,4848684,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,2,Jukk,5289775,17297,0,0,2414773,0,0,728921,1239851,0,30786,348058,0,509763,0,0,0,0,0,0,0,0,323,0,0
wh,ng64n3n,20,3,Terro,13131058,0,0,0,92808,0,84080,0,57912,5424531,660294,0,0,4121946,534786,2154642,0,0,0,54,0,0,0,0,0
wh,ng64n3n,20,4,Jukk,12892538,0,777102,0,391180,0,440843,2176580,315050,0,0,2074385,0,1752583,4964812,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,7,Jukk,12966371,98359,632174,2183417,1472577,0,1260781,952614,502291,0,0,0,0,5864154,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,0,Takedar,8456695,1728303,423581,495560,605406,3491350,496335,647972,568185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,1,Takedar,5049240,2459844,0,0,0,0,0,0,0,1765041,824354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,2,Jukk,10318322,227,505066,507781,621998,497224,537970,663002,3722516,0,1607792,0,0,0,0,1654740,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,3,Terro,2175647,0,387983,379825,0,333315,331947,390410,352163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,4,Jukk,8220005,6842,2049232,0,703671,0,466863,522968,3691320,0,0,250473,0,225979,302654,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,5,Terro,3282763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282763,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,6,Jukk,5424255,6614,2081310,598709,581506,418898,577579,679677,479958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,24,7,Jukk,8351316,11693,2231034,0,3790601,0,674046,443925,660816,0,0,279836,0,259359,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,21,0,Takedar,9537746,0,0,0,0,0,0,1970723,0,5866687,0,0,839816,0,860468,0,0,0,0,0,0,50,0,0,0
cong,gmyr876,21,1,Takedar,9701456,6019351,0,0,0,0,0,0,0,0,1473508,0,0,0,0,0,2208595,0,0,0,0,0,0,0,0
cong,gmyr876,21,2,Jukk,2353743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353743,0,0,0,0,0,0,0,0
cong,gmyr876,21,3,Terro,7555921,2103717,1517869,0,0,0,0,0,0,3934334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,21,4,Jukk,9965188,6173402,0,0,0,0,0,0,2278166,0,1513619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,21,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,21,6,Jukk,3808987,1807,0,0,0,0,0,0,0,0,0,51695,136694,0,0,531410,3085485,0,0,610,634,0,0,650,0
cong,gmyr876,21,7,Jukk,6792297,0,1486649,0,0,0,251,0,3645044,0,0,0,0,0,0,0,1660226,0,0,0,0,0,25,100,0
yycxx,b65mrx8,20,0,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yycxx,b65mrx8,20,1,Takedar,9343881,355611,0,0,383323,0,0,0,0,0,4000507,2098545,0,796684,301206,418637,988141,0,0,0,0,0,0,0,1222
yycxx,b65mrx8,20,2,Jukk,9916920,141977,0,0,0,0,0,381435,685769,0,767510,2412186,5528016,0,0,0,0,0,0,0,0,0,24,0,0
yycxx,b65mrx8,20,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yycxx,b65mrx8,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yycxx,b65mrx8,20,5,Terro,14903690,131238,620060,462303,311038,1054539,4124110,884937,458322,1747829,1636146,0,0,0,0,3473164,0,0,0,0,0,0,0,0,0
yycxx,b65mrx8,20,6,Jukk,3998727,117070,529020,334306,1382820,258926,243556,318789,244010,0,0,0,0,0,570227,0,0,0,0,0,0,0,0,0,0
yycxx,b65mrx8,20,7,Jukk,9832825,114295,0,0,0,0,0,400940,0,0,629514,2141440,1156549,0,4746187,0,643897,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,0,Takedar,9069521,0,0,0,0,0,0,0,0,0,7373272,1696249,0,0,0,0,0,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,2,Jukk,10056273,0,5870853,459409,353703,380355,375740,2203925,412285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,3,Terro,9064427,0,0,0,0,0,0,0,0,0,1828600,5931802,0,1304024,0,0,0,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,5,Terro,9499272,0,0,0,0,0,0,0,0,0,2183158,0,0,4072477,0,0,3243636,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,6,Jukk,7353278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7353278,0,0,0,0,0,0,0,0
随遇而安,p7k86mx,20,7,Jukk,2748723,0,299715,338539,357030,407391,523722,368971,453352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,0,Takedar,9135888,1628053,1999658,0,0,0,0,0,5508176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,1,Takedar,9749595,0,0,0,0,0,0,0,0,1910059,7839535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,3,Terro,9357421,0,0,0,0,0,0,0,0,5639988,2173876,1543557,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,5,Terro,19200100,5851766,3725447,0,0,0,0,0,0,5995625,2146672,0,0,0,0,0,1480587,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pater,b2rmkk3,20,7,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,0,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,1,Takedar,10172415,496429,2052014,3343986,281224,237701,317403,368248,2352270,0,0,723136,0,0,0,0,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,2,Jukk,9650836,0,0,3436644,0,0,0,0,2026323,0,1755310,2237287,0,0,194484,0,0,0,0,0,0,0,786,0,0
gegeeey,b6667p5,18,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,4,Jukk,11115065,124860,505367,1291244,419044,1055740,451897,2822097,4444812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,5,Terro,10457654,0,0,116272,217018,0,0,118465,0,5192990,1360508,0,0,0,279722,0,3172676,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,18,7,Jukk,5878773,0,0,0,0,0,0,0,0,0,6486,0,435237,0,0,3768370,1665971,0,0,0,2709,0,0,0,0
RiNK,52ymnnk,24,0,Takedar,8018598,259804,415070,453508,233034,1243480,432890,471967,495130,0,0,0,253697,3760014,0,0,0,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,2,Jukk,13010849,0,1808068,215814,294952,205187,4984791,442160,190940,0,0,0,0,0,0,4868934,0,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,3,Terro,2653581,0,0,0,0,0,0,0,0,1291340,1362241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,5,Terro,7440069,135520,0,121790,105241,0,0,98404,0,0,2079536,0,0,1631341,3153450,0,114784,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,6,Jukk,8037320,0,843971,294551,233373,369947,387715,320681,271073,0,880633,0,0,4435372,0,0,0,0,0,0,0,0,0,0,0
RiNK,52ymnnk,24,7,Jukk,7506088,68025,0,0,0,0,0,56766,0,0,1945738,3071037,206567,0,1934958,86318,136468,0,0,0,0,138,69,0,0
渡红尘,5288gen,24,0,Takedar,7685753,1866490,3638313,0,0,0,0,0,0,0,0,0,0,0,0,0,2180949,0,0,0,0,0,0,0,0
渡红尘,5288gen,24,1,Takedar,7852158,1960134,3628144,0,0,0,0,0,0,0,19482,0,0,0,0,0,2244397,0,0,0,0,0,0,0,0
渡红尘,5288gen,24,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
渡红尘,5288gen,24,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
渡红尘,5288gen,24,4,Jukk,9774303,1732379,3748699,0,0,0,0,0,0,0,0,2006468,0,0,0,2286730,0,0,26,0,0,0,0,0,0
渡红尘,5288gen,24,5,Terro,5681117,1844928,3836189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
渡红尘,5288gen,24,6,Jukk,7733211,0,3661602,0,0,0,0,0,0,0,1479,0,15491,0,1697707,2356930,0,0,0,0,0,0,0,0,0
渡红尘,5288gen,24,7,Jukk,7621382,0,0,0,0,0,0,1910865,0,0,3999492,1711024,0,0,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,19,0,Takedar,9794838,0,1966270,4899294,0,0,0,0,0,0,0,1033381,0,0,0,0,1895568,0,0,0,0,323,0,0,0
三千剑气开天门,mng2634,19,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,19,2,Jukk,16275534,0,1991065,0,938143,0,1315779,0,2255397,0,1956003,1834602,4011736,20627,1951518,0,0,0,0,0,0,662,0,0,0
三千剑气开天门,mng2634,19,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,19,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,19,5,Terro,9883328,0,0,0,0,0,0,2042096,0,0,1972592,0,0,4049547,0,0,1819092,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,19,6,Jukk,10200686,0,0,1932636,0,257319,0,3840,4003,0,6060106,0,0,1942779,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,19,7,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幸运超人,y9dge4n,20,0,Takedar,9042451,4272104,1582839,0,0,0,0,0,0,1141624,0,1997457,29055,0,19370,0,0,0,0,0,0,0,0,0,0
幸运超人,y9dge4n,20,1,Takedar,8940403,0,0,0,0,0,0,0,0,2966752,1893197,0,2584715,801594,0,689665,0,0,0,0,360,3808,0,309,0
幸运超人,y9dge4n,20,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幸运超人,y9dge4n,20,3,Terro,9400094,5714908,1936988,0,0,0,0,405968,0,0,0,0,0,0,0,1342229,0,0,0,0,0,0,0,0,0
幸运超人,y9dge4n,20,4,Jukk,9358839,0,0,0,0,0,0,1549808,0,0,1820747,0,0,0,0,3957431,2030749,0,0,0,0,0,103,0,0
幸运超人,y9dge4n,20,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幸运超人,y9dge4n,20,6,Jukk,9239713,0,1877513,0,0,0,0,5527060,0,0,1835140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幸运超人,y9dge4n,20,7,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,0,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,1,Takedar,11385771,523790,4170796,0,261266,5007,4743508,383888,362762,0,0,352205,0,582545,0,0,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,3,Terro,11563171,0,8849733,450486,0,455926,410124,635523,334232,108993,0,91045,0,128881,0,98224,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,5,Terro,11002789,2529264,0,132439,119774,0,0,244609,0,0,6518363,0,0,229616,521757,0,706962,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,6,Jukk,10066802,59762,0,1977168,310716,0,0,573191,430052,0,5545129,170978,0,264496,735306,0,0,0,0,0,0,0,0,0,0
超人会发光,k99yewn,16,7,Jukk,1748265,0,1748265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
咸鱼没啥好想的,p7dygdn,20,0,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
咸鱼没啥好想的,p7dygdn,20,1,Takedar,17045085,564449,395414,0,603252,5889771,303248,221087,254578,3778551,1224071,1473891,51396,1038716,273247,971654,0,0,0,0,0,1468,47,189,47
咸鱼没啥好想的,p7dygdn,20,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
咸鱼没啥好想的,p7dygdn,20,3,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
咸鱼没啥好想的,p7dygdn,20,4,Jukk,9134327,40768,290383,193953,427945,5959210,1754492,238558,229014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
咸鱼没啥好想的,p7dygdn,20,5,Terro,8944223,54006,0,205375,37930,3346178,0,929999,2735809,0,582768,0,0,439699,607252,0,5204,0,0,0,0,0,0,0,0
咸鱼没啥好想的,p7dygdn,20,6,Jukk,9192178,87890,0,0,0,0,0,0,410887,0,728967,2408261,409063,0,457747,4225988,463254,0,0,0,0,118,0,0,0
咸鱼没啥好想的,p7dygdn,20,7,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迪奥斯先生,p2dbk3,20,0,Takedar,8284715,5382811,0,0,0,0,0,0,0,0,1168617,0,0,0,0,0,1733286,0,0,0,0,0,0,0,0
迪奥斯先生,p2dbk3,20,1,Takedar,396686,0,396686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迪奥斯先生,p2dbk3,20,2,Jukk,9168050,0,5484359,0,0,0,0,0,0,0,0,0,0,0,3683691,0,0,0,0,0,0,0,0,0,0
迪奥斯先生,p2dbk3,20,3,Terro,6948528,5169985,1054,0,0,0,0,0,0,0,1777488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迪奥斯先生,p2dbk3,20,4,Jukk,10774360,0,1869729,0,0,0,0,0,0,0,5741823,0,44787,0,0,2604374,513446,0,0,0,0,99,99,0,0
迪奥斯先生,p2dbk3,20,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迪奥斯先生,p2dbk3,20,6,Jukk,8312126,4347,0,0,0,0,0,0,0,0,5707214,0,227345,0,117311,1957376,298481,0,0,0,0,49,0,0,0
迪奥斯先生,p2dbk3,20,7,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,0,Takedar,10368734,0,0,0,0,0,0,0,0,4116089,6252645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,3,Terro,10696665,0,0,0,0,0,0,0,0,4347908,6348756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,4,Jukk,9245411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008833,7236578,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,5,Terro,2051935,2051935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,7,Jukk,10937236,0,2048363,0,0,4558831,0,0,4330041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,0,Takedar,6567294,0,0,0,0,0,0,0,0,1361065,4583546,0,618659,0,0,0,0,2033,0,0,1989,0,0,0,0
Doroshi,qq52rrr,24,1,Takedar,7238750,3095096,1660718,0,23377,0,32852,50577,0,0,0,379850,0,672819,0,741400,582058,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,3,Terro,7497246,0,0,0,80093,0,30338,0,45709,464604,5657032,308420,0,535821,0,375227,0,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,4,Jukk,7398000,61158,4621625,0,52259,0,56992,507048,23478,0,0,169588,0,1905848,0,0,0,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,6,Jukk,7432442,44685,4711444,164320,33514,552361,65324,1817999,42792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doroshi,qq52rrr,24,7,Jukk,7016567,112940,0,0,0,0,0,0,0,0,4615487,51433,113052,0,0,387375,1736219,0,0,0,0,0,60,0,0
断吴恒,d234wb5,20,0,Takedar,8582683,5165933,3416750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
断吴恒,d234wb5,20,1,Takedar,8425552,5016275,3409276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
断吴恒,d234wb5,20,2,Jukk,8290585,0,0,0,0,0,0,0,0,0,4765052,0,73639,0,0,0,3451080,0,342,0,351,0,119,0,0
