玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
⑨鱼,xnxdx22,20,0,Jukk,18284092,0,13979,0,0,0,0,0,0,7593900,0,300251,1137626,0,874581,4606352,3757401,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,1,Takedar,4632096,0,0,0,0,0,0,0,0,0,4632096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,2,Terro,15034957,0,10654557,846307,0,778198,1588988,692105,474799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,3,Jukk,18893498,0,14502,0,0,0,0,0,0,11732891,0,698128,855384,527637,515337,3999452,550162,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,4,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,5,Takedar,18940933,0,0,0,0,0,0,0,0,1320569,14640994,336850,720189,0,763939,662705,495684,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,6,Takedar,15338860,0,0,0,0,0,0,0,0,11728364,764658,370732,827941,0,521490,563062,562610,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,7,Jukk,3556710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556710,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,0,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,1,Takedar,16325661,1129342,712779,1278530,3570018,616667,1128964,6970444,918913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,2,Terro,15338679,0,417143,0,0,132442,0,0,0,0,6395281,1397783,0,1213625,0,1072497,4709904,0,0,0,0,0,0,0,0
wh,ng64n3n,20,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,4,Jukk,16673311,0,733,0,0,0,0,4857905,0,902299,0,1436912,1324745,965185,1073136,4782314,1330077,0,0,0,0,0,0,0,0
wh,ng64n3n,20,5,Takedar,16962943,1860747,469444,0,3172367,0,0,0,0,5278251,773186,997678,941569,372374,1197146,1220110,679640,0,0,0,0,424,0,0,0
wh,ng64n3n,20,6,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,20,7,Jukk,16674668,0,2747,0,0,0,0,0,0,6601252,0,1885186,2026468,1500785,1341276,1187745,2129205,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,0,Jukk,762686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762686,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,1,Takedar,28262455,6267185,1739178,1260522,331468,1076117,520310,1114968,2797179,5871519,5970000,868323,0,0,445496,0,0,0,0,0,30,153,0,0,0
OSTO,e25yde7,20,2,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,4,Jukk,14317219,0,62311,5321200,2267192,725724,0,3944520,0,540516,0,547644,18467,20268,304558,0,564812,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,5,Takedar,15099600,6261360,3936331,418781,1258257,0,1335411,569951,1296160,0,0,0,0,23346,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,6,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,7,Jukk,13986191,548895,5218,493991,499729,501920,417408,3893502,5349844,0,0,0,0,0,0,0,2275680,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,0,Jukk,14975429,2771720,0,0,0,678643,0,4143433,6080659,0,0,505181,415838,0,379952,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,2,Terro,13534847,0,0,0,0,0,0,0,0,0,7749583,2050887,0,2531490,0,542504,658421,0,0,1960,0,0,0,0,0
舞醉剑,rq79w8n,20,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,4,Jukk,14174457,2726432,0,540770,3569311,615602,902297,402266,0,0,0,0,0,0,4897388,0,520389,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,5,Takedar,14314350,0,0,0,0,0,0,0,0,9148559,3684546,140665,148643,0,138985,501367,551583,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,6,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,7,Jukk,14177236,0,243,0,0,0,0,0,0,2756533,0,411026,480489,5661863,3924122,471132,471824,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,0,Jukk,13360289,480648,28461,0,0,2016196,0,622532,3111461,2593423,0,672847,583611,2658346,592759,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,2,Terro,12492127,0,0,0,0,0,0,0,0,0,5302882,0,0,0,0,4130896,3058348,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,3,Jukk,10914346,0,55198,0,0,0,0,0,0,653769,0,642050,0,730287,0,5008626,3824414,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,4,Jukk,2612978,2612978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,5,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
