玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
もふもふ,xnxdx22,18,0,Mohaca,26628261,6513354,101581,1103797,1350639,875143,886643,701780,3530564,1162657,0,0,7951139,436171,694453,432707,886212,1415,0,0,0,0,0,0,0
もふもふ,xnxdx22,18,1,Lojak,17623488,1223567,9808710,1452087,58941,426437,930295,1314980,1172260,18733,0,0,0,730762,486711,0,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,18,2,Takedar,25400167,734140,6762762,895242,1021217,0,1013513,920737,3594021,1904901,7960788,0,0,592782,0,0,0,0,0,60,0,0,0,0,0
Vanhelsing,g9r74w8,20,0,Mohaca,10611853,5854434,118394,336288,477155,421020,497471,500785,2406303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,20,1,Lojak,23018532,450487,14902365,210227,205184,0,371213,1085859,3011266,2554630,0,0,0,227296,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,20,2,Takedar,23159523,149755,6860862,542176,138304,0,103769,2704248,610409,211376,7310033,0,421282,444973,545904,2520336,596089,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,17,0,Mohaca,11695349,4710356,8128,0,454570,0,554240,351054,323637,0,0,406113,0,408023,0,4479223,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,17,1,Lojak,17815054,573785,2784014,544257,0,212736,461522,534340,2763176,0,7425596,0,0,0,0,2515624,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,17,2,Takedar,24155047,2693495,4936554,583618,420637,0,284132,284229,2704049,3489402,8626657,0,0,132269,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,19,0,Mohaca,18319014,2219325,112021,0,608095,0,448153,65725,233386,0,0,1827804,0,4912607,0,1081953,6809627,0,0,0,0,0,311,0,0
剑圣二次污染,523dqmp,19,1,Lojak,12782354,224551,798141,82897,63173,86100,73590,783915,588101,0,10081882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,19,2,Takedar,18413586,406624,495162,1643584,73227,4725001,56570,657178,301402,612652,557523,0,7162375,0,1480717,0,241565,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,20,0,Mohaca,10066540,1892136,0,0,0,0,0,2068464,0,0,0,6099621,0,6318,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,20,1,Lojak,19749258,0,3962139,23427,0,6090482,0,264,0,5809258,0,2018062,0,1845622,0,0,0,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,20,2,Takedar,19282071,0,5744327,0,0,0,0,0,0,6806831,2359225,3907702,459599,0,0,0,0,0,0,0,3708,678,0,0,0
Liquid,6r922bx,20,0,Mohaca,9003461,443440,16660,3750791,299155,1085725,439507,189368,313128,0,0,2465683,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquid,6r922bx,20,1,Lojak,17768830,9375267,1204517,2140114,56110,0,608622,595277,371865,1812009,0,0,0,1605045,0,0,0,0,0,0,0,0,0,0,0
