玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
もふもふ,xnxdx22,15,0,Takedar,16265209,862974,6284854,516992,412106,373147,3848839,482273,480343,0,3002617,0,0,0,0,0,1061,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,15,1,Lojak,23868796,6346654,665480,660350,0,464087,496963,505806,4145775,0,10583677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,15,2,Mohaca,22339269,6356472,34261,490665,881356,459352,445473,443505,415972,680116,0,613515,6201658,368954,4251730,247317,448915,0,0,0,0,0,0,0,0
wh,ng64n3n,16,0,Takedar,13836936,0,0,0,0,0,0,0,0,708427,3556852,0,2875241,0,6696329,0,0,0,0,0,0,0,85,0,0
wh,ng64n3n,16,1,Lojak,13851572,578474,3155132,462145,0,543558,411927,617247,0,0,0,0,0,0,0,0,8083086,0,0,0,0,0,0,0,0
wh,ng64n3n,16,2,Mohaca,26683633,0,34341,0,3572249,0,849936,0,2999794,5915222,0,925857,2079355,917794,4821059,3900630,667389,0,0,0,0,0,0,0,0
@_@,2nkxm92,14,0,Takedar,13717297,361267,5063655,0,30645,0,0,0,0,0,2529477,329498,0,522395,553329,411229,3915800,0,0,0,0,0,0,0,0
@_@,2nkxm92,14,1,Lojak,13594001,2466759,7588361,0,0,0,0,0,0,0,0,0,0,0,0,0,3538879,0,0,0,0,0,0,0,0
@_@,2nkxm92,14,2,Mohaca,20841305,5090307,1491,0,450778,0,0,3331537,50549,1901537,0,401711,0,350157,402863,8521531,338840,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,0,Takedar,11907005,370677,712809,290206,463834,0,368271,121174,60761,0,0,0,0,9519270,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,1,Lojak,12285650,0,6891005,0,0,0,0,0,0,5394644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,2,Mohaca,22327981,2192720,8112,0,0,0,1952292,0,7096427,0,0,2303335,0,567243,386390,902010,6915071,0,0,4320,0,0,0,55,0
Vanhelsing,g9r74w8,16,0,Takedar,22589532,42044,7135921,113692,83671,0,114892,2861648,542013,5626401,5441048,0,0,628197,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,1,Lojak,11276964,0,0,0,0,0,0,0,0,0,11276964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,2,Mohaca,12299488,0,94417,0,0,0,0,0,0,0,0,331604,3333611,410099,557198,2896989,4675567,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,0,Takedar,11542238,513400,2666163,0,633460,0,5709402,7656,0,0,0,241501,0,172334,825032,204475,568811,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,1,Lojak,11804700,4379237,2990780,80303,52786,55028,41795,670848,3533919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,2,Mohaca,22413008,2591742,9057,329453,366812,340774,4097272,425601,3217350,0,0,328694,401140,431357,4141343,351331,5380852,223,0,0,0,0,0,0,0
YaoLiang,k89y65p,15,0,Takedar,11054225,2123265,2105112,0,0,0,0,6825847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YaoLiang,k89y65p,15,1,Lojak,11519186,2193308,2164914,0,0,0,0,7160964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YaoLiang,k89y65p,15,2,Mohaca,20282920,0,2201805,0,0,0,0,6843881,0,2126157,0,0,0,0,0,0,9111075,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,12,0,Takedar,11873441,4353483,2427406,0,0,0,0,0,0,0,0,0,0,0,1067956,3051057,973538,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,12,1,Lojak,13885406,5484653,3345930,388692,0,213287,552428,396126,3504288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,12,2,Mohaca,13404515,7744797,2357,582507,419998,295824,520931,3555382,282716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquid,6r922bx,16,0,Takedar,17547008,236989,6014768,502530,594101,450528,462752,549888,813585,7921770,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
Liquid,6r922bx,16,1,Lojak,2417270,384456,338158,279729,1361,206406,504149,235181,215882,0,251944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquid,6r922bx,16,2,Mohaca,17982210,5312125,43087,577044,692882,541056,634638,612344,613201,0,0,6410169,491197,408479,437597,693024,514123,1138,0,0,99,0,0,0,0
三千剑气开天门,mng2634,14,0,Takedar,10608398,0,2226269,0,0,0,0,0,3933659,0,0,2097971,0,863,0,0,2349634,0,0,0,0,0,0,0,0
三千剑气开天门,mng2634,14,1,Lojak,19775948,0,2268457,0,809,0,0,0,7262359,0,2749181,0,0,896306,5050444,0,1547236,0,0,0,0,811,0,340,0
三千剑气开天门,mng2634,14,2,Mohaca,6155876,0,0,0,0,0,0,0,0,0,0,0,2789157,0,13733,2048262,1304723,0,0,0,0,0,0,0,0
Jasbling,6567qp8,16,0,Takedar,10930773,3579679,2198227,641920,574657,80341,508296,549701,424576,2075990,0,0,0,297382,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,16,1,Lojak,12567886,3593713,2436150,260613,0,123579,315754,298419,317982,0,5221672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasbling,6567qp8,16,2,Mohaca,12157726,347342,36594,626072,1179431,414007,477344,526272,582851,389399,0,429737,0,476346,702888,5436182,533255,0,0,0,0,0,0,0,0
断吴恒,d234wb5,16,0,Takedar,9146087,1929431,1897238,3869925,0,0,0,0,0,0,0,1449491,0,0,0,0,0,0,0,0,0,0,0,0,0
断吴恒,d234wb5,16,1,Lojak,17660661,1999409,1994326,4544796,0,694616,0,0,0,0,3715076,2438781,0,2273412,0,0,0,0,0,241,0,0,0,0,0
断吴恒,d234wb5,16,2,Mohaca,7421504,0,0,0,0,0,0,0,0,0,0,5333025,0,2088479,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,13,0,Takedar,10649525,5893461,0,0,0,0,0,0,0,0,1720512,0,0,0,0,0,3035551,0,0,0,0,0,0,0,0
cong,gmyr876,13,1,Lojak,10369750,5722625,1608250,0,0,0,0,0,3038875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,13,2,Mohaca,12725730,4951100,8504,214778,197653,368302,261513,147580,2961060,1837612,0,312294,448317,247271,195630,207771,366337,0,0,0,0,0,0,0,0
