玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
⑨鱼,xnxdx22,16,0,Takedar,22845908,2308326,13831032,1073050,922569,959312,966093,1376859,1408663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,2,Takedar,17470521,0,0,0,0,0,0,0,0,7838782,9631738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,3,Terro,5561235,0,0,0,0,618471,865273,947812,773579,0,944198,1411899,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,4,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,5,Terro,22871609,0,0,0,387,0,0,0,0,0,17791099,1258478,0,841358,1178935,826517,974832,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,6,Takedar,12340978,0,0,0,0,0,0,0,0,0,12340978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,7,Jukk,10893454,387,892155,1148217,1172350,541214,824975,773644,566356,0,0,0,0,0,0,0,4974151,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,0,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,1,Takedar,29195545,6563712,0,0,0,0,0,0,0,7019121,5399121,51662,1342063,1619870,1135893,5136904,927194,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,3,Terro,7591179,12135,0,0,14969,61620,848359,617136,746649,0,1946944,461923,0,1174949,598985,537575,569893,0,0,36,0,0,0,0,0
雪中悍刀行,2ww84em,16,4,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,5,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,6,Takedar,19445338,8542891,1290528,1334745,864410,585581,572089,5356905,898186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,7,Jukk,19556409,724,7632503,0,0,532560,0,4710645,0,0,3368980,417638,823261,0,733795,774839,561459,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,0,Takedar,16539604,630556,3686858,436334,469402,618784,5867770,3025165,534694,0,0,0,0,0,0,1270039,0,0,0,0,0,0,0,0,0
