玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
OSTO,e25yde7,20,0,Takedar,18098110,0,4249708,0,0,0,0,0,0,1255488,6715840,1533767,1130531,688608,1361319,1162844,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,2,Jukk,19218242,0,0,0,0,0,0,0,0,0,1844741,1096022,1245824,985381,918034,5879375,7248862,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,3,Jukk,19349413,3984,0,0,692508,0,0,0,0,0,6637156,1069809,7758546,954661,1124146,376840,731758,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,4,Lojak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,5,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,6,Lojak,18582386,0,1319708,6921176,0,0,0,771474,0,1449251,5269962,683671,0,0,758166,657398,751421,0,0,0,0,156,0,0,0
OSTO,e25yde7,20,7,Takedar,19888312,0,5798952,0,0,0,0,0,0,1625686,6288023,1154616,755659,864958,1268327,1162046,970040,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,0,Takedar,5560089,1092716,644437,705085,518583,136175,598277,0,0,0,0,0,0,0,0,825517,1039296,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,1,Takedar,42351001,0,18245219,0,1677585,0,0,0,0,1107015,11031490,445867,7339946,0,643223,1096840,763810,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,4,Lojak,10447699,0,0,0,0,0,0,0,0,686532,6062696,683572,0,793765,758702,756454,705975,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,5,Takedar,13273886,0,0,0,0,0,0,0,0,0,13273886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,6,Lojak,798577,0,798577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,7,Takedar,21059435,0,0,0,0,0,0,0,0,8825050,3973087,880937,3088119,2781463,720504,775495,0,0,0,39,11944,2635,157,0,0
cong,gmyr876,19,0,Takedar,16183936,9108130,0,0,0,693808,0,3909373,0,0,0,0,0,0,0,54406,2418217,0,0,0,0,0,0,0,0
cong,gmyr876,19,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,19,2,Jukk,15098435,0,0,0,0,0,0,0,0,0,2781503,658015,677096,4814730,5397204,434047,335772,0,0,0,0,65,0,0,0
cong,gmyr876,19,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,19,4,Lojak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,19,5,Takedar,14479754,7209139,353635,395650,418779,317569,318145,206433,5260399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,19,6,Lojak,16464324,3233213,2336035,0,0,0,0,0,2946293,5800552,0,0,0,0,0,0,2148230,0,0,0,0,0,0,0,0
cong,gmyr876,19,7,Takedar,15942318,8759315,1788750,0,0,0,0,1060780,1747434,16698,0,0,0,0,0,48890,2520447,0,0,0,0,0,0,0,0
*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,0,Takedar,15342139,8913006,4415503,154917,458419,208269,446953,253371,491697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,2,Jukk,15034360,59237,0,0,7553738,0,2946478,0,0,0,3007739,645955,0,106213,0,528080,186916,0,0,0,0,0,0,0,0
*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*･'(*ﾟ▽ﾟ*)'･*,32d47b9,20,4,Lojak,15457031,0,0,0,1151,0,0,0,0,3389232,9823471,327565,0,103450,1295492,222473,294194,0,0,0,0,0,0,0,0
