玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
もふもふ,xnxdx22,14,0,Takedar,17816028,983716,6021233,566245,530483,404866,0,332855,0,0,0,1142854,0,788684,0,1196907,5840984,0,0,2998,0,4199,0,0,0
もふもふ,xnxdx22,14,1,Lojak,27685081,680862,8652557,0,0,0,678792,785052,410960,724765,7533889,2803950,0,0,1222154,720486,3468999,0,0,0,0,0,2609,0,0
もふもふ,xnxdx22,14,2,Mohaca,8580452,0,0,0,0,0,0,0,0,0,0,605389,767563,0,517324,538384,6151789,0,0,0,0,0,0,0,0
@_@,2nkxm92,16,0,Takedar,23152534,5129955,2754016,363540,253085,441899,0,397872,3540875,2336694,4861693,0,3072900,0,0,0,0,0,0,0,0,0,0,0,0
@_@,2nkxm92,16,1,Lojak,2490608,0,2490608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@_@,2nkxm92,16,2,Mohaca,26675693,7800601,67900,313958,2032400,197126,1216389,519741,3860730,380246,0,719554,4056045,697017,0,696442,4117536,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,0,Takedar,12384050,413520,5019525,420003,341815,304780,0,403117,3215350,2265108,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,1,Lojak,15666734,5209649,3318643,370863,824,0,199168,501714,3387863,0,2678008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,2,Mohaca,20578605,5078737,39469,657194,395258,360652,385895,305675,3258456,0,0,0,0,0,1983122,0,8113626,0,0,0,0,0,515,0,0
wh,ng64n3n,16,0,Takedar,23301971,0,1688877,0,489211,0,0,1313750,0,2598586,4775347,608389,0,4593580,0,7071790,162438,0,0,0,0,0,0,0,0
wh,ng64n3n,16,1,Lojak,12088037,0,0,0,0,0,0,0,0,839991,4422023,0,0,0,0,6822821,0,3200,0,0,0,0,0,0,0
wh,ng64n3n,16,2,Mohaca,12748509,0,29096,425019,2892163,0,625069,273259,522291,2688670,0,4628843,0,385489,0,149883,128721,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,0,Takedar,11961719,334408,7697499,218206,204722,226810,221572,372838,2685660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,1,Lojak,22937859,90180,7658215,469577,120674,374418,78260,2680095,506031,2179772,6458454,0,0,0,0,0,2322178,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,2,Mohaca,11230098,0,0,0,0,0,0,2168655,0,9061443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,0,Takedar,10466296,2505757,429268,304724,78326,4021541,0,282044,0,0,0,0,0,0,0,0,2844634,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,1,Lojak,17868997,2140439,2254296,0,0,0,4239958,0,0,0,6470225,0,0,2764078,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,2,Mohaca,15703686,2195655,0,0,0,0,0,0,2824061,0,0,2132107,976784,0,4826883,0,2748193,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,0,Takedar,13058189,397964,5859522,339873,184046,399146,0,130531,2228536,2706000,0,0,0,0,812568,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,1,Lojak,18997201,276543,335880,340640,0,232617,377617,329810,6289718,6177611,3537223,0,0,0,0,1099536,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,2,Mohaca,10579835,0,930,0,0,0,0,0,0,0,0,0,0,0,0,9549818,1029023,0,0,0,0,0,62,0,0
YaoLiang,k89y65p,15,0,Takedar,10394535,1918235,1945991,0,0,0,0,6530309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YaoLiang,k89y65p,15,1,Lojak,10263165,5362598,2029512,0,0,0,0,2871055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YaoLiang,k89y65p,15,2,Mohaca,19031313,2038009,0,0,0,0,0,8673579,0,0,0,0,0,0,0,8319723,0,0,0,0,0,0,0,0,0
gegeeey,b6667p5,16,0,Takedar,9483678,0,1948752,3121791,0,0,0,0,0,0,0,3514927,0,898206,0,0,0,0,0,0,0,0,0,0,0
