玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
⑨鱼,xnxdx22,20,0,Takedar,59460609,13738125,11817738,921522,1831521,2505803,1971030,2164534,2275740,1397424,1486410,1190158,888667,671624,2735556,6877019,6987732,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,1,Jukk,56189034,56379,7065824,2100541,0,0,0,938829,1086760,0,16057113,943856,4368431,2884925,4170794,7861603,8653975,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,20,2,Mohaca,28763888,0,265011,0,2556557,0,2573423,9821179,1625861,1466177,0,1244518,0,1055587,0,4404852,3750720,0,0,0,0,0,0,0,0
yycxx,b65mrx8,23,0,Takedar,19053725,1723067,2397891,1291649,1319324,582217,7495270,845062,3399241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yycxx,b65mrx8,23,1,Jukk,49433995,113111,1585093,1760242,1958294,917389,1301018,3652464,7137083,0,2359772,4492162,7646480,726175,1382726,8858143,5543379,0,0,0,458,0,0,0,0
yycxx,b65mrx8,23,2,Mohaca,38088509,0,154789,0,0,0,0,0,0,2331426,0,1354299,10114627,1113007,3910497,11756685,7353176,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,0,Takedar,44132493,8787890,5506512,1014004,1675467,1081182,1306354,1072275,1283943,9293192,5395354,1645652,1410508,1424799,1537253,1395748,302354,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,1,Jukk,19582680,384,0,0,0,0,0,0,6121255,0,2057114,1180893,1493283,1438267,913034,1092690,5285755,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,2,Mohaca,42538608,10002015,62482,1202401,2843832,1227847,3883510,4804618,1000835,2006512,0,1550020,997589,1469482,1217123,1461034,8809300,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,0,Takedar,31742440,765499,564820,4051056,436893,3764324,6910533,2105104,1528594,2902830,2514234,0,6198548,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,1,Jukk,49353133,344637,2042492,2578612,238151,10722934,1705922,4163838,3514088,0,1104332,115538,6150263,0,6198710,7888652,2584958,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,2,Mohaca,21434308,0,183033,0,918263,0,0,0,0,630233,0,2218101,2271600,2178360,9034444,2121688,1878581,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,0,Takedar,39587523,8565323,8281101,654878,735890,0,0,0,771672,8719858,4888599,722434,4309361,519676,796734,441638,180354,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,1,Jukk,18386148,381,0,0,0,0,0,0,0,0,10573413,1033284,563577,944391,439591,4190448,641059,0,0,0,0,0,0,0,0
