玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
⑨鱼,xnxdx22,16,0,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,1,Takedar,20475209,7712559,1522858,698392,736501,1535103,1616825,1187172,1396323,0,0,0,0,0,0,2012588,2056882,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,2,Jukk,19299388,52925,6689855,0,595647,1679545,1848467,1324685,1352741,0,1225884,734109,0,0,0,2043616,1751908,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,4,Takedar,19818166,0,0,0,0,0,0,0,0,7793062,1106139,790475,1558958,0,1535339,3981000,3053082,0,0,0,0,106,0,0,0
⑨鱼,xnxdx22,16,5,Jukk,18584041,6789,0,1405135,640152,0,12776,1602234,1513745,0,6942382,53759,0,1334175,1501148,1746351,1825389,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,16,7,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,16,0,Terro,8312898,0,0,0,0,0,0,0,0,0,4844966,0,0,0,0,1586690,1881240,0,0,0,0,0,0,0,0
wh,ng64n3n,16,1,Takedar,8179477,1065960,2004555,768069,897886,362531,740786,1140428,1199258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,16,2,Jukk,17087721,110985,0,0,0,0,0,0,0,0,6424664,415766,1607432,935484,1363223,3041735,3188429,0,0,0,0,0,0,0,0
wh,ng64n3n,16,3,Jukk,11072493,32962,0,0,0,0,0,0,0,0,0,50096,2459080,0,1689957,846979,5993417,0,0,0,0,0,0,0,0
wh,ng64n3n,16,4,Takedar,4909688,924292,726297,514869,570350,481563,434893,656210,601211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,16,5,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh,ng64n3n,16,6,Jukk,17184914,40108,0,0,12945,459505,890834,822245,0,0,1618413,547107,1533356,81865,808286,2081384,8288860,0,0,0,0,0,0,0,0
wh,ng64n3n,16,7,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,0,Terro,11450908,0,0,0,0,0,0,0,0,0,9023043,0,0,715210,0,884150,828287,0,0,0,0,217,0,0,0
OSTO,e25yde7,20,1,Takedar,13670833,0,0,0,0,0,0,0,0,5415152,5770373,310080,347396,482479,670572,674404,0,0,0,62,310,0,0,0,0
OSTO,e25yde7,20,2,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,3,Jukk,13722793,13234,0,0,0,0,0,0,0,0,719833,540168,1166875,475719,1515428,3439545,5851988,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,4,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,5,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,6,Jukk,13749959,52938,8167289,0,393153,574338,372599,2653384,520848,0,0,1015405,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,7,Terro,12868611,54597,0,0,40948,95140,0,1084353,72144,0,2754979,1317156,0,1583425,308020,4969869,587976,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,0,Terro,12212750,0,2267100,800818,0,0,0,658288,689022,0,4255210,34648,0,855723,2651938,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,1,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,2,Jukk,12733133,1830,0,0,0,0,0,0,0,0,2944786,623428,299717,565402,3056184,523928,4717855,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,3,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,4,Takedar,13799042,0,0,0,0,0,0,0,0,5745421,3261835,428137,665013,0,3487676,98732,112226,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,5,Jukk,13332400,0,0,714786,462826,0,12777,592373,3342901,0,7223859,0,0,524051,458824,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,6,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,20,7,Terro,11421992,0,0,0,0,0,0,0,0,0,4674754,0,0,0,0,0,6747238,0,0,0,0,0,0,0,0
雪中悍刀行,2ww84em,16,0,Terro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
