玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
⑨鱼,xnxdx22,24,0,Terro,18754303,10062,0,0,22461,0,0,5725110,0,0,2220810,1350379,0,1284311,2183483,3300852,2656831,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,1,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,2,Takedar,19720993,2358170,1725218,0,1365237,294585,1127098,0,2963162,0,0,712467,0,29181,1780662,679900,6685307,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,3,Takedar,20030297,0,9360238,516168,660031,1600931,1432595,931562,717543,1470660,0,1770269,0,1570295,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,4,Jukk,16656687,331,0,0,0,0,0,531449,0,0,6843794,135470,1237795,0,576227,330977,7000640,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,5,Jukk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,6,Jukk,17642572,54398,11873253,820852,813256,1214389,1086141,744225,1036055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,24,7,Terro,18768044,25453,108076,0,17799,0,0,2210863,2417780,0,8504884,2266659,0,1448954,1767572,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,24,0,Terro,12019723,0,0,0,0,0,0,0,0,0,2178412,562429,0,608521,498024,655090,7517244,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,24,1,Jukk,13105901,0,0,0,0,0,0,0,0,0,1489,0,3498437,0,1236617,7008275,1360412,0,0,0,0,0,668,0,0
舞醉剑,rq79w8n,24,2,Takedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,24,3,Takedar,13587867,0,0,0,117315,0,140944,0,168419,5898960,6056311,442805,0,275215,0,487894,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,24,4,Jukk,5609951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5609951,0,0,0,0,0,0,0,0,0
