玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
⑨鱼,xnxdx22,19,0,Mohaca,36859944,0,5051,0,1071474,914125,1253136,7970582,5223818,630941,0,605029,0,0,3439327,3796197,11950260,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,19,1,Terro,18274902,0,895299,0,0,0,0,0,0,0,3393690,1050059,0,492006,1022049,7373422,4048374,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,19,2,Jukk,16675412,0,600413,800359,740086,412275,668516,409225,465054,0,9407082,531893,348243,405616,637082,739684,509879,0,0,0,0,0,0,0,0
⑨鱼,xnxdx22,19,3,Terro,17811219,350,10952242,246811,0,367010,0,462533,821895,0,3574875,515173,0,0,870328,0,0,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,0,Mohaca,15800651,0,253,0,0,0,0,0,0,1331771,0,794582,974906,876911,865482,4628086,6328657,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,1,Terro,13876062,633,1160929,0,0,0,0,0,0,0,8473378,694663,0,1040524,724634,897822,883476,0,0,0,0,0,0,0,0
OSTO,e25yde7,20,2,Jukk,29027827,23812,10533666,878943,683461,0,618551,626116,831330,0,1276653,510480,868112,521273,821393,4134167,6699801,0,0,0,0,61,0,0,0
OSTO,e25yde7,20,3,Terro,14190234,0,9605983,413911,0,1447048,407406,1265799,1050086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,0,Mohaca,29733171,3605696,92100,310128,355298,5395857,480225,4294885,370702,0,0,388871,298238,633318,5317656,7575128,615062,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,1,Terro,2833850,3683,0,0,0,0,0,0,0,0,2830167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,2,Jukk,25395783,81922,778881,62255,3074459,27816,5054528,4284647,569198,0,3410390,115755,0,106393,4656568,3044157,128806,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,20,3,Terro,13116052,12712,3535920,109412,29176,89809,1081356,3191409,600508,0,0,0,0,0,4465746,0,0,0,0,0,0,0,0,0,0
Alex,p7qkn7y,20,0,Mohaca,14326043,0,48681,0,0,0,0,0,0,710645,0,462005,575579,648337,321217,7862098,3697479,0,0,0,0,0,0,0,0
Alex,p7qkn7y,20,1,Terro,22063705,1110,5143581,0,0,0,0,0,0,0,9655136,934009,0,221780,1073684,4861727,172676,0,0,0,0,0,0,0,0
