玩家名称,玩家编号,总突击伤害,泰坦编号,泰坦名称,泰坦伤害,头部(装甲),身体(装甲),左臂(装甲),右臂(装甲),左手(装甲),右手(装甲),左腿(装甲),右腿(装甲),头部(肉体),身体(肉体),左臂(肉体),右臂(肉体),左手(肉体),右手(肉体),左腿(肉体),右腿(肉体),头部(骨架),身体(骨架),左臂(骨架),右臂(骨架),左手(骨架),右手(骨架),左腿(骨架),右腿(骨架)
wh,ng64n3n,16,0,Lojak,13730066,0,0,0,247837,0,0,0,0,1091372,2043221,0,0,0,2797177,7550083,0,0,0,0,0,0,0,345,28
wh,ng64n3n,16,1,Takedar,13870344,664719,0,0,577178,0,0,0,0,0,2106977,5990870,0,0,4530340,0,0,0,0,230,0,28,0,0,0
wh,ng64n3n,16,2,Mohaca,27402009,0,71696,0,1791481,0,0,2452262,4042020,1220655,0,7167116,6963316,1187501,2500971,0,0,0,0,2719,0,2269,0,0,0
もふもふ,xnxdx22,12,0,Lojak,21189751,693242,7473013,920115,82848,656073,683715,650989,392647,279502,7579374,0,0,0,326977,1451252,0,0,0,0,0,0,0,0,0
もふもふ,xnxdx22,12,1,Takedar,18880886,915189,7248652,1294417,1161952,1218585,879194,1361363,1036062,3762403,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,0
もふもふ,xnxdx22,12,2,Mohaca,14717948,7648675,11506,1297314,1151729,1155678,1157096,1276556,1019391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,0,Lojak,12177371,1394054,1439843,477364,129655,521996,368712,2557260,4825269,0,0,225119,0,0,0,0,238094,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,1,Takedar,14907616,189168,519101,468537,1516998,4629786,1257036,0,2622396,2722987,0,0,0,0,0,981603,0,0,0,0,0,0,0,0,0
剑圣二次污染,523dqmp,16,2,Mohaca,20873366,478653,280,467920,353315,0,3539231,1765360,1490202,0,0,0,879607,412731,988693,1984615,8511244,0,0,0,0,0,1509,0,0
Vanhelsing,g9r74w8,16,0,Lojak,11824648,108998,6898341,0,167368,0,577394,2965810,0,0,0,0,0,599867,0,0,506867,0,0,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,1,Takedar,22324388,486406,4634287,0,1551315,0,1278043,0,0,9427564,3082920,649016,0,711356,503400,0,0,0,79,0,0,0,0,0,0
Vanhelsing,g9r74w8,16,2,Mohaca,13663020,0,0,0,0,0,0,4490201,0,6619645,0,2553173,0,0,0,0,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,0,Lojak,11143765,4661016,4420791,0,0,0,0,0,0,0,0,0,0,0,0,0,2061957,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,1,Takedar,24090108,518386,3031667,320771,345651,209643,5190023,0,294545,0,5073523,0,6846238,0,0,2259656,0,0,0,0,0,0,0,0,0
舞醉剑,rq79w8n,16,2,Mohaca,10886237,0,0,0,0,0,0,0,0,0,0,0,5359407,0,5526830,0,0,0,0,0,0,0,0,0,0
cong,gmyr876,16,0,Lojak,10547911,0,0,0,0,0,0,0,0,6579054,0,0,0,0,0,3968810,0,0,0,0,0,46,0,0,0
cong,gmyr876,16,1,Takedar,11004971,6852848,268317,439897,214796,261340,147454,0,2820315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
